Gender,Birth Day,height,weight,Allergy,Diet Type,Religion,Meal_Type,Satisfy Score
Female,7/10/2023,142,60,Soy,Veganism,Christianity,Balance,3
Female,11/26/2023,151,58,Sesame,Veganism,Taoism,Complex,4
Female,7/23/2023,108,142,,Omnivorousness,Buddism,Complex,5
Female,6/15/2022,179,75,Soy,Omnivorousness,Shinto,Complex,3
Female,5/16/2022,109,100,,Omnivorousness,Judaism,Balance,2
Female,4/9/2023,184,113,,Veganism,Shinto,Complex,1
Female,11/7/2023,141,47,,Omnivorousness,Judaism,Luxury,1
Male,12/5/2023,191,184,,Omnivorousness,Hinduism,Minimal,1
Male,10/10/2023,122,83,Mustard,Veganism,Sikhism,Luxury,2
Male,5/26/2022,186,180,,Vegetarianism,Islam,Balance,3
Male,3/29/2023,153,140,Eggs,Veganism,Taoism,Complex,2
Female,7/11/2022,141,180,,Omnivorousness,Christianity,Complex,3
Male,11/9/2022,174,70,,Omnivorousness,Sikhism,Complex,4
Female,2/8/2022,183,63,,Veganism,Sikhism,Minimal,3
Female,5/13/2022,104,145,,Omnivorousness,Judaism,Complex,4
Female,9/7/2022,108,55,,Omnivorousness,Taoism,Minimal,4
Female,9/4/2023,144,52,Peanuts,Veganism,Buddism,Complex,1
Male,5/10/2022,174,120,Sesame,Pesetarianism,Christianity,Minimal,3
Male,3/16/2022,122,97,,Pesetarianism,Taoism,Luxury,3
Male,7/9/2022,102,111,,Veganism,Christianity,Complex,5
Female,10/28/2022,105,162,,Pesetarianism,Christianity,Complex,2
Female,6/18/2022,150,188,,Vegetarianism,Shinto,Minimal,2
Female,2/18/2022,109,36,,Vegetarianism,Islam,Complex,1
Male,9/5/2022,140,63,,Veganism,Hinduism,Luxury,2
Female,9/21/2022,106,76,,Veganism,Judaism,Minimal,4
Female,5/18/2023,146,187,,Veganism,Sikhism,Luxury,1
Female,11/28/2023,171,65,,Veganism,Hinduism,Minimal,5
Male,1/20/2023,139,144,,Veganism,Sikhism,Balance,4
Female,2/16/2022,130,179,,Omnivorousness,Christianity,Luxury,3
Female,3/17/2022,102,92,,Vegetarianism,Shinto,Luxury,2
Male,9/24/2023,150,155,Tree Nuts,Vegetarianism,Hinduism,Luxury,2
Female,6/5/2022,156,145,,Omnivorousness,Hinduism,Luxury,2
Female,5/20/2023,104,95,,Vegetarianism,Sikhism,Balance,1
Male,11/30/2022,110,130,,Veganism,Shinto,Balance,5
Female,3/15/2023,165,127,,Vegetarianism,Judaism,Complex,3
Male,10/28/2023,181,42,Tree Nuts,Pesetarianism,Judaism,Minimal,4
Male,8/31/2023,174,146,,Vegetarianism,Shinto,Minimal,2
Female,9/25/2023,127,74,,Vegetarianism,Judaism,Minimal,1
Male,5/9/2023,122,78,,Pesetarianism,Shinto,Complex,4
Female,2/2/2022,171,118,,Vegetarianism,Buddism,Complex,3
Male,10/27/2023,190,135,Soy,Omnivorousness,Judaism,Minimal,4
Male,7/29/2023,198,135,,Veganism,Taoism,Complex,3
Male,10/5/2022,119,141,Fish,Vegetarianism,Hinduism,Balance,3
Female,10/9/2023,121,162,Gluten,Vegetarianism,Taoism,Balance,4
Female,1/1/2023,200,60,,Vegetarianism,Christianity,Complex,5
Female,6/14/2022,183,100,Soy,Vegetarianism,Judaism,Complex,1
Female,4/28/2023,157,166,,Omnivorousness,Judaism,Complex,1
Male,3/6/2022,176,173,Tree Nuts,Veganism,Judaism,Luxury,4
Female,1/10/2023,116,73,,Vegetarianism,Islam,Luxury,4
Male,9/20/2023,156,149,Tree Nuts,Omnivorousness,Buddism,Balance,5
Male,9/15/2023,114,126,,Pesetarianism,Shinto,Balance,1
Male,4/12/2022,183,112,Molluscs,Omnivorousness,Buddism,Luxury,3
Female,9/6/2023,156,173,Peanuts,Pesetarianism,Shinto,Luxury,5
Female,1/18/2023,128,123,Sulphur Dioxide Sulphites,Vegetarianism,Shinto,Balance,5
Female,10/5/2022,101,85,,Veganism,Sikhism,Minimal,5
Female,12/31/2022,108,184,,Vegetarianism,Islam,Luxury,4
Female,4/18/2022,141,105,,Omnivorousness,Sikhism,Minimal,3
Male,6/15/2022,104,104,,Vegetarianism,Sikhism,Balance,3
Male,9/23/2023,108,165,Tree Nuts,Vegetarianism,Judaism,Luxury,5
Female,6/15/2022,133,55,,Pesetarianism,Hinduism,Complex,4
Male,3/10/2022,166,115,Gluten,Omnivorousness,Christianity,Minimal,4
Female,4/30/2023,128,48,,Vegetarianism,Sikhism,Luxury,4
Female,8/13/2022,120,160,Gluten,Omnivorousness,Sikhism,Luxury,5
Female,11/21/2022,165,158,Sesame,Pesetarianism,Christianity,Minimal,1
Male,10/25/2023,166,124,,Vegetarianism,Islam,Balance,2
Male,7/12/2022,173,95,,Vegetarianism,Taoism,Complex,2
Male,10/26/2023,177,32,,Pesetarianism,Shinto,Balance,4
Female,8/1/2022,182,147,,Omnivorousness,Hinduism,Luxury,4
Male,11/2/2023,145,159,,Pesetarianism,Taoism,Balance,2
Female,12/20/2023,117,83,,Veganism,Christianity,Balance,1
Male,9/3/2022,174,144,Milk,Veganism,Buddism,Minimal,1
Female,10/24/2022,149,36,Milk,Vegetarianism,Judaism,Minimal,4
Female,3/2/2023,177,111,,Omnivorousness,Islam,Balance,1
Female,6/24/2023,199,156,Lupin,Veganism,Taoism,Complex,2
Female,11/7/2022,109,120,,Veganism,Islam,Minimal,5
Female,9/10/2022,176,173,Mustard,Vegetarianism,Hinduism,Luxury,2
Female,5/23/2023,139,50,Lupin,Pesetarianism,Islam,Balance,1
Male,9/7/2022,140,33,,Vegetarianism,Buddism,Luxury,3
Female,1/30/2023,183,68,,Pesetarianism,Judaism,Luxury,2
Female,8/7/2023,121,104,Fish,Omnivorousness,Buddism,Complex,3
Male,6/2/2022,121,68,,Pesetarianism,Shinto,Luxury,5
Male,7/12/2023,177,61,Molluscs,Veganism,Hinduism,Minimal,1
Male,3/12/2023,154,156,,Veganism,Buddism,Complex,3
Female,1/6/2023,200,55,Soy,Veganism,Shinto,Luxury,2
Female,8/29/2022,161,38,Mustard,Pesetarianism,Christianity,Minimal,4
Male,8/3/2022,129,46,,Vegetarianism,Islam,Minimal,3
Male,5/21/2023,143,108,,Pesetarianism,Buddism,Luxury,5
Male,2/20/2022,137,131,,Omnivorousness,Buddism,Balance,2
Female,7/12/2022,191,185,Sesame,Omnivorousness,Buddism,Minimal,4
Male,5/5/2022,100,162,Tree Nuts,Vegetarianism,Sikhism,Minimal,4
Male,1/19/2023,187,134,,Veganism,Christianity,Balance,1
Male,6/7/2023,105,122,Milk,Omnivorousness,Buddism,Minimal,4
Female,10/12/2022,153,151,Sulphur Dioxide Sulphites,Omnivorousness,Christianity,Balance,3
Male,5/10/2022,106,35,Sulphur Dioxide Sulphites,Vegetarianism,Buddism,Balance,5
Female,7/24/2022,135,41,,Veganism,Hinduism,Balance,5
Male,3/1/2023,194,67,Peanuts,Vegetarianism,Shinto,Balance,5
Female,2/24/2022,163,34,,Pesetarianism,Christianity,Complex,4
Male,7/30/2023,110,152,,Vegetarianism,Christianity,Complex,5
Male,5/4/2022,163,80,,Pesetarianism,Judaism,Balance,1
Female,11/15/2023,101,84,,Veganism,Taoism,Balance,4
Female,8/20/2022,156,42,Gluten,Vegetarianism,Shinto,Minimal,5
Female,5/6/2022,183,77,Soy,Veganism,Christianity,Minimal,1
Female,7/17/2022,160,183,,Pesetarianism,Judaism,Minimal,2
Female,8/2/2023,155,58,,Veganism,Islam,Balance,5
Male,10/8/2022,133,54,Fish,Veganism,Buddism,Minimal,3
Male,7/19/2022,144,133,Crustaceans,Pesetarianism,Hinduism,Minimal,1
Male,12/12/2022,122,55,,Veganism,Taoism,Complex,2
Male,12/20/2022,185,76,,Veganism,Taoism,Balance,4
Male,12/4/2023,108,41,,Pesetarianism,Shinto,Balance,4
Female,4/15/2022,177,53,,Pesetarianism,Sikhism,Complex,4
Male,3/20/2022,191,161,,Omnivorousness,Taoism,Luxury,3
Male,2/2/2022,197,190,,Omnivorousness,Sikhism,Balance,1
Male,7/5/2023,127,97,,Pesetarianism,Shinto,Balance,3
Male,1/29/2023,191,145,,Veganism,Islam,Luxury,5
Male,7/15/2023,158,60,,Veganism,Sikhism,Balance,1
Male,9/11/2022,126,139,Mustard,Pesetarianism,Christianity,Luxury,2
Female,2/22/2022,101,96,,Vegetarianism,Taoism,Minimal,5
Female,11/9/2023,168,168,,Pesetarianism,Hinduism,Minimal,4
Female,4/21/2023,149,33,,Pesetarianism,Taoism,Balance,4
Male,12/9/2023,141,152,,Pesetarianism,Taoism,Luxury,1
Female,3/16/2022,113,93,,Omnivorousness,Taoism,Luxury,5
Female,9/14/2022,192,174,Lupin,Vegetarianism,Hinduism,Minimal,1
Female,3/13/2022,140,145,Mustard,Vegetarianism,Christianity,Luxury,5
Male,11/10/2023,164,169,,Vegetarianism,Sikhism,Minimal,5
Female,1/22/2023,131,47,Milk,Veganism,Hinduism,Complex,3
Female,12/31/2022,109,49,,Pesetarianism,Judaism,Minimal,4
Female,8/6/2023,102,96,,Veganism,Sikhism,Balance,3
Female,6/18/2022,155,130,,Omnivorousness,Buddism,Luxury,5
Female,9/21/2023,101,45,Celery,Omnivorousness,Islam,Balance,5
Female,8/18/2022,183,95,Celery,Vegetarianism,Islam,Complex,3
Male,6/28/2022,176,86,Gluten,Omnivorousness,Christianity,Minimal,4
Female,8/4/2022,123,41,,Veganism,Taoism,Balance,1
Female,10/27/2022,120,40,,Vegetarianism,Taoism,Luxury,3
Male,3/4/2023,170,127,,Pesetarianism,Christianity,Complex,2
Male,2/7/2022,108,49,,Pesetarianism,Shinto,Complex,3
Male,5/31/2022,192,178,,Veganism,Shinto,Minimal,4
Male,7/21/2022,104,37,,Veganism,Christianity,Minimal,4
Female,4/28/2022,167,68,,Veganism,Christianity,Minimal,4
Male,10/14/2022,178,186,Eggs,Omnivorousness,Buddism,Balance,5
