Gender,Birth Day,height,weight,Allergy,Diet Type,Religion,Meal_Type,Satisfy Score
Male,9/5/2023,173,185,,Vegetarianism,Shinto,Complex,4
Female,3/27/2022,157,98,,Vegetarianism,Shinto,Minimal,1
Male,11/9/2023,177,38,Milk,Veganism,Shinto,Balance,3
Male,10/13/2022,172,141,,Vegetarianism,Judaism,Luxury,4
Female,2/1/2023,171,184,,Vegetarianism,Buddism,Complex,2
Female,2/23/2023,110,63,Milk,Veganism,Shinto,Luxury,2
Male,12/19/2023,188,33,,Veganism,Taoism,Balance,3
Male,10/12/2023,153,131,,Veganism,Shinto,Minimal,2
Female,11/23/2023,128,181,,Vegetarianism,Shinto,Complex,1
Male,12/29/2022,168,74,,Veganism,Taoism,Minimal,3
Male,12/17/2023,168,100,,Omnivorousness,Taoism,Balance,3
Female,12/7/2023,159,64,Celery,Veganism,Judaism,Balance,3
Female,12/15/2022,157,170,Peanuts,Omnivorousness,Christianity,Complex,5
Male,10/29/2022,147,148,,Vegetarianism,Buddism,Balance,4
Male,4/27/2022,188,151,,Pesetarianism,Christianity,Complex,3
Male,3/6/2022,115,176,,Omnivorousness,Islam,Luxury,3
Male,10/14/2023,142,140,Lupin,Omnivorousness,Christianity,Luxury,4
Female,2/4/2022,182,189,,Veganism,Judaism,Balance,3
Male,1/3/2023,104,36,Molluscs,Pesetarianism,Sikhism,Luxury,2
Male,7/13/2022,200,189,Milk,Omnivorousness,Buddism,Luxury,3
Male,5/27/2023,111,185,Sesame,Omnivorousness,Sikhism,Balance,1
Female,10/17/2022,132,106,,Vegetarianism,Christianity,Balance,1
Female,5/13/2023,108,61,,Pesetarianism,Shinto,Minimal,5
Male,9/29/2023,148,120,Sesame,Veganism,Christianity,Minimal,1
Male,12/3/2022,106,100,,Omnivorousness,Taoism,Balance,2
Male,6/29/2023,177,104,,Veganism,Shinto,Luxury,5
Female,8/18/2023,126,34,,Vegetarianism,Judaism,Balance,4
Female,6/18/2023,126,52,,Pesetarianism,Hinduism,Minimal,1
Female,10/5/2023,172,144,Sulphur Dioxide Sulphites,Pesetarianism,Taoism,Balance,1
Female,5/3/2022,129,101,,Omnivorousness,Sikhism,Minimal,5
Female,6/29/2023,113,52,Celery,Omnivorousness,Islam,Luxury,1
Male,7/9/2022,185,184,Milk,Pesetarianism,Judaism,Minimal,1
Female,9/23/2023,185,48,,Vegetarianism,Islam,Luxury,2
Female,12/8/2022,153,173,Eggs,Vegetarianism,Christianity,Luxury,4
Female,9/1/2023,121,72,,Pesetarianism,Christianity,Balance,4
Female,3/12/2023,169,152,,Vegetarianism,Islam,Complex,1
Female,7/12/2023,116,179,,Veganism,Judaism,Luxury,5
Male,8/31/2022,187,156,,Veganism,Judaism,Balance,3
Female,5/31/2022,110,151,Gluten,Omnivorousness,Sikhism,Luxury,1
Male,7/26/2022,139,64,,Veganism,Judaism,Complex,1
Female,4/9/2022,166,119,,Pesetarianism,Judaism,Luxury,1
Male,10/23/2022,179,116,Milk,Vegetarianism,Sikhism,Luxury,5
Male,3/23/2023,154,176,,Veganism,Hinduism,Complex,5
Female,11/30/2022,183,47,,Omnivorousness,Islam,Luxury,3
Female,5/18/2022,171,189,,Omnivorousness,Islam,Minimal,1
Male,6/19/2022,158,144,,Omnivorousness,Taoism,Complex,2
Male,5/24/2023,143,174,,Vegetarianism,Hinduism,Luxury,1
Male,4/17/2023,170,119,,Pesetarianism,Judaism,Minimal,2
Female,8/25/2023,180,176,,Pesetarianism,Islam,Luxury,3
Female,3/31/2022,184,115,Mustard,Omnivorousness,Sikhism,Complex,1
Female,1/9/2023,159,64,Crustaceans,Omnivorousness,Buddism,Minimal,3
Female,5/1/2023,105,61,Celery,Omnivorousness,Shinto,Luxury,5
Male,8/6/2023,135,142,,Veganism,Judaism,Luxury,4
Male,2/27/2022,175,175,,Veganism,Islam,Minimal,3
Male,6/5/2022,124,138,,Pesetarianism,Judaism,Balance,5
Male,4/13/2023,134,104,Mustard,Vegetarianism,Hinduism,Balance,3
Female,7/18/2022,169,33,Celery,Pesetarianism,Hinduism,Luxury,3
Male,10/1/2023,129,79,,Vegetarianism,Judaism,Balance,2
Female,8/30/2022,199,67,,Vegetarianism,Taoism,Minimal,5
Female,9/17/2023,164,57,Peanuts,Vegetarianism,Shinto,Complex,5
Male,10/16/2023,158,99,,Pesetarianism,Sikhism,Luxury,4
Male,6/5/2023,109,88,,Omnivorousness,Sikhism,Complex,5
Female,3/4/2023,187,77,Peanuts,Vegetarianism,Sikhism,Balance,4
Female,9/29/2022,113,39,,Veganism,Hinduism,Balance,2
Male,9/12/2022,165,101,Crustaceans,Vegetarianism,Sikhism,Balance,4
Male,2/2/2023,110,61,,Vegetarianism,Taoism,Complex,2
Male,12/12/2022,151,70,,Omnivorousness,Islam,Luxury,1
Male,1/12/2023,107,167,,Pesetarianism,Christianity,Luxury,4
Female,8/23/2023,144,89,Crustaceans,Omnivorousness,Sikhism,Minimal,1
Male,4/29/2023,116,171,,Veganism,Christianity,Balance,5
Female,3/29/2023,141,145,,Pesetarianism,Buddism,Balance,5
Female,3/4/2022,165,127,,Veganism,Shinto,Luxury,4
Male,7/4/2023,162,126,Crustaceans,Vegetarianism,Christianity,Complex,3
Female,5/25/2023,189,126,Eggs,Pesetarianism,Buddism,Balance,3
Male,4/5/2023,174,124,Celery,Pesetarianism,Shinto,Minimal,4
Female,11/18/2022,120,55,,Pesetarianism,Shinto,Minimal,5
Female,11/27/2023,175,96,Sesame,Vegetarianism,Islam,Balance,5
Male,5/26/2022,143,63,,Pesetarianism,Christianity,Luxury,5
Male,10/16/2022,142,109,,Pesetarianism,Buddism,Complex,2
Male,11/15/2023,144,101,,Vegetarianism,Judaism,Minimal,2
Male,2/19/2022,150,102,,Vegetarianism,Christianity,Balance,1
Female,12/21/2022,131,57,,Omnivorousness,Taoism,Complex,5
Male,11/23/2023,161,178,Milk,Pesetarianism,Sikhism,Balance,2
Male,6/30/2022,109,42,,Vegetarianism,Christianity,Balance,1
Male,8/22/2023,166,45,,Pesetarianism,Taoism,Minimal,5
Female,4/2/2023,155,172,,Pesetarianism,Christianity,Luxury,3
Male,10/22/2023,136,65,Fish,Vegetarianism,Shinto,Balance,3
Male,1/11/2023,200,146,,Omnivorousness,Sikhism,Minimal,2
Female,11/14/2022,191,172,,Pesetarianism,Shinto,Luxury,2
Male,9/7/2022,117,110,,Omnivorousness,Islam,Balance,3
Female,1/2/2023,111,172,,Pesetarianism,Taoism,Balance,2
Female,3/2/2022,133,155,Milk,Veganism,Buddism,Balance,5
Male,12/25/2022,173,37,,Veganism,Buddism,Balance,2
Male,3/28/2023,171,131,,Veganism,Hinduism,Minimal,1
Male,12/17/2023,105,103,,Vegetarianism,Hinduism,Balance,2
Female,8/28/2023,102,123,Celery,Omnivorousness,Buddism,Complex,5
Female,5/10/2023,186,120,Tree Nuts,Omnivorousness,Islam,Luxury,2
Female,10/23/2023,193,126,Eggs,Omnivorousness,Islam,Minimal,4
Female,10/24/2022,144,79,,Pesetarianism,Buddism,Luxury,5
Male,10/30/2023,156,183,,Veganism,Buddism,Balance,5
Male,1/31/2023,136,32,,Pesetarianism,Sikhism,Luxury,2
Female,2/7/2023,186,184,,Pesetarianism,Judaism,Balance,5
Female,7/25/2023,138,160,Molluscs,Veganism,Judaism,Minimal,2
Male,2/19/2022,157,90,,Omnivorousness,Islam,Complex,4
Female,11/30/2023,117,137,,Veganism,Christianity,Balance,2
Female,5/4/2022,184,156,,Vegetarianism,Hinduism,Balance,4
Female,2/9/2023,153,102,,Omnivorousness,Sikhism,Luxury,4
Female,10/5/2023,118,38,,Veganism,Judaism,Luxury,3
Female,2/25/2022,124,110,,Veganism,Taoism,Luxury,3
Female,5/2/2023,179,167,,Veganism,Hinduism,Balance,3
Female,3/30/2022,162,158,,Omnivorousness,Christianity,Minimal,5
Male,6/26/2023,145,133,Milk,Veganism,Judaism,Luxury,5
Female,2/10/2023,162,51,,Omnivorousness,Taoism,Complex,4
Female,5/16/2022,142,67,Tree Nuts,Omnivorousness,Judaism,Balance,2
Female,7/20/2022,101,165,Mustard,Omnivorousness,Taoism,Complex,1
Male,3/28/2022,164,44,,Omnivorousness,Islam,Luxury,5
Male,7/27/2022,147,181,,Omnivorousness,Sikhism,Minimal,1
Male,8/21/2023,135,157,Molluscs,Vegetarianism,Christianity,Balance,2
Female,8/27/2023,179,50,,Pesetarianism,Judaism,Balance,3
Female,3/1/2023,102,77,Lupin,Veganism,Shinto,Luxury,4
Female,10/19/2022,121,60,Tree Nuts,Omnivorousness,Islam,Balance,4
Male,10/13/2023,191,61,,Vegetarianism,Judaism,Luxury,1
Female,12/5/2023,144,147,Eggs,Pesetarianism,Judaism,Minimal,4
Female,4/30/2023,194,147,,Vegetarianism,Islam,Luxury,2
Female,1/14/2023,120,177,Sulphur Dioxide Sulphites,Omnivorousness,Hinduism,Minimal,3
Female,10/12/2023,145,148,,Vegetarianism,Buddism,Complex,1
Male,7/19/2022,165,106,Peanuts,Pesetarianism,Taoism,Balance,2
Male,3/31/2022,100,55,,Pesetarianism,Judaism,Luxury,2
Male,4/6/2022,183,182,,Vegetarianism,Hinduism,Balance,3
Male,4/16/2023,130,172,,Pesetarianism,Buddism,Complex,4
Male,3/29/2023,105,151,,Vegetarianism,Taoism,Complex,5
Male,11/26/2023,138,147,,Veganism,Judaism,Balance,1
Female,2/28/2023,187,177,,Vegetarianism,Judaism,Balance,2
Male,4/22/2023,154,44,,Pesetarianism,Shinto,Balance,3
Male,7/17/2022,139,59,,Omnivorousness,Buddism,Luxury,2
Male,10/17/2023,172,158,,Omnivorousness,Shinto,Luxury,1
Male,10/22/2023,169,164,,Veganism,Judaism,Balance,4
Female,8/31/2022,112,78,Soy,Veganism,Taoism,Complex,3
Female,10/31/2022,187,67,,Pesetarianism,Taoism,Balance,4
Female,3/27/2023,110,122,Peanuts,Omnivorousness,Hinduism,Balance,2
Female,3/22/2023,179,156,,Veganism,Taoism,Complex,4
Female,8/5/2022,162,101,Fish,Vegetarianism,Sikhism,Luxury,2
Male,6/17/2023,185,153,,Veganism,Shinto,Luxury,1
Female,10/20/2023,160,95,,Pesetarianism,Christianity,Minimal,4
Female,8/23/2023,194,150,,Omnivorousness,Taoism,Luxury,2
Female,6/18/2023,126,66,,Pesetarianism,Sikhism,Minimal,4
Male,3/24/2023,124,36,Molluscs,Veganism,Islam,Complex,1
Female,10/10/2023,110,95,,Pesetarianism,Shinto,Minimal,2
Female,3/19/2022,146,134,,Pesetarianism,Buddism,Balance,2
Male,5/26/2023,197,123,Mustard,Veganism,Hinduism,Minimal,3
Male,12/11/2022,102,117,,Vegetarianism,Buddism,Balance,3
Male,1/9/2023,100,100,,Vegetarianism,Judaism,Complex,5
Male,5/24/2023,197,134,,Omnivorousness,Sikhism,Complex,4
Female,7/24/2022,111,54,Mustard,Omnivorousness,Hinduism,Luxury,1
Male,10/30/2022,128,171,,Veganism,Judaism,Complex,1
Female,5/14/2023,135,105,,Omnivorousness,Buddism,Balance,4
Female,3/1/2023,184,43,Eggs,Vegetarianism,Shinto,Luxury,1
Male,2/9/2023,121,100,,Vegetarianism,Judaism,Balance,1
Male,9/22/2023,182,50,,Omnivorousness,Buddism,Luxury,1
Female,4/8/2023,169,102,,Veganism,Islam,Balance,2
Female,10/31/2023,122,124,,Vegetarianism,Sikhism,Complex,4
Female,2/11/2023,149,175,,Omnivorousness,Shinto,Balance,3
Male,9/10/2023,147,140,Sesame,Veganism,Sikhism,Complex,1
Male,5/24/2023,137,159,Mustard,Vegetarianism,Judaism,Minimal,1
Male,4/17/2023,163,167,,Pesetarianism,Buddism,Minimal,3
Female,2/11/2022,113,167,,Omnivorousness,Buddism,Balance,1
Female,12/12/2022,185,72,,Pesetarianism,Islam,Balance,5
Female,2/10/2023,183,142,Peanuts,Vegetarianism,Sikhism,Luxury,1
Female,7/25/2023,182,135,,Pesetarianism,Shinto,Luxury,2
Female,7/12/2022,129,68,,Vegetarianism,Hinduism,Luxury,4
Female,6/1/2023,185,39,Peanuts,Pesetarianism,Christianity,Balance,3
Female,10/14/2023,116,37,,Omnivorousness,Buddism,Balance,5
Male,6/15/2023,158,119,,Pesetarianism,Taoism,Complex,5
Male,3/30/2023,177,140,,Vegetarianism,Shinto,Complex,4
Female,12/6/2022,192,160,,Pesetarianism,Shinto,Minimal,4
Female,8/24/2023,127,78,,Veganism,Buddism,Luxury,5
Male,3/4/2023,184,116,,Vegetarianism,Hinduism,Balance,2
Male,11/27/2023,143,168,,Vegetarianism,Islam,Luxury,2
Female,3/6/2023,170,175,,Omnivorousness,Buddism,Balance,1
Female,2/10/2023,175,40,,Vegetarianism,Islam,Luxury,2
Male,7/28/2022,140,131,,Veganism,Christianity,Luxury,3
Female,10/18/2022,153,56,,Pesetarianism,Sikhism,Complex,2
Male,8/21/2023,157,88,,Veganism,Hinduism,Complex,2
Male,6/25/2023,167,44,Celery,Omnivorousness,Judaism,Minimal,4
Male,9/30/2023,124,135,,Pesetarianism,Taoism,Minimal,2
Female,7/8/2023,127,117,,Pesetarianism,Sikhism,Balance,4
Male,6/9/2023,155,95,Sesame,Veganism,Judaism,Complex,1
