Gender,Birth Day,height,weight,Allergy,Diet Type,Religion,Meal_Type,Satisfy Score
Female,3/28/2023,154,137,,Veganism,Christianity,Minimal,3
Male,2/25/2022,148,156,,Omnivorousness,Islam,Minimal,4
Female,8/25/2022,123,59,,Veganism,Islam,Luxury,2
Male,5/10/2023,185,38,Crustaceans,Pesetarianism,Christianity,Minimal,4
Male,8/19/2022,163,129,,Pesetarianism,Shinto,Balance,3
Female,12/3/2022,190,101,,Pesetarianism,Taoism,Complex,1
Male,9/23/2023,187,125,,Pesetarianism,Hinduism,Minimal,3
Female,11/14/2023,143,92,,Veganism,Shinto,Luxury,1
Female,4/17/2022,199,36,,Omnivorousness,Christianity,Balance,1
Male,3/16/2022,163,32,,Vegetarianism,Christianity,Balance,5
Male,6/16/2022,101,171,,Veganism,Christianity,Luxury,2
Female,6/20/2022,151,99,Celery,Pesetarianism,Christianity,Minimal,3
Male,12/12/2023,194,172,,Omnivorousness,Shinto,Complex,2
Male,8/4/2022,122,163,Crustaceans,Omnivorousness,Buddism,Minimal,1
Female,3/6/2023,104,185,Sulphur Dioxide Sulphites,Omnivorousness,Christianity,Balance,1
Male,1/6/2023,152,50,,Pesetarianism,Shinto,Balance,3
Female,7/22/2023,140,147,Sesame,Vegetarianism,Shinto,Minimal,4
Female,3/21/2023,190,131,Celery,Pesetarianism,Taoism,Balance,1
Female,12/7/2023,174,121,,Omnivorousness,Sikhism,Minimal,3
Male,2/23/2023,192,64,,Omnivorousness,Buddism,Minimal,1
Male,10/26/2022,118,114,Lupin,Pesetarianism,Taoism,Luxury,1
Male,12/12/2023,124,125,,Omnivorousness,Judaism,Complex,5
Female,1/28/2023,195,34,Milk,Vegetarianism,Hinduism,Balance,5
Female,9/27/2023,128,77,,Pesetarianism,Islam,Minimal,2
Female,7/28/2022,151,179,Soy,Omnivorousness,Buddism,Luxury,3
Female,12/14/2023,129,90,,Pesetarianism,Judaism,Minimal,5
Female,4/25/2023,108,121,,Pesetarianism,Islam,Complex,3
Female,10/27/2022,141,102,,Pesetarianism,Islam,Luxury,1
Male,10/21/2023,122,105,Milk,Vegetarianism,Buddism,Minimal,3
Male,9/23/2023,163,76,,Pesetarianism,Taoism,Complex,4
Female,11/18/2023,106,184,,Vegetarianism,Judaism,Balance,4
Female,1/22/2023,148,49,,Pesetarianism,Shinto,Balance,3
Male,7/29/2023,122,157,,Pesetarianism,Christianity,Luxury,2
Female,2/5/2023,187,65,,Vegetarianism,Christianity,Minimal,4
Female,6/29/2022,100,92,,Pesetarianism,Islam,Complex,1
Female,9/17/2022,120,108,,Pesetarianism,Sikhism,Complex,3
Female,10/12/2023,179,67,,Veganism,Sikhism,Minimal,1
Male,10/31/2022,156,64,,Omnivorousness,Christianity,Minimal,2
Female,9/10/2023,108,65,,Vegetarianism,Taoism,Complex,5
Male,10/11/2022,136,136,,Veganism,Judaism,Luxury,3
Female,4/28/2023,137,38,Sulphur Dioxide Sulphites,Omnivorousness,Taoism,Luxury,2
Female,6/22/2022,186,48,Crustaceans,Omnivorousness,Taoism,Minimal,2
Male,8/28/2022,117,149,Fish,Pesetarianism,Christianity,Balance,5
Male,5/15/2022,158,110,,Omnivorousness,Buddism,Minimal,5
Female,2/22/2023,105,112,Crustaceans,Veganism,Christianity,Minimal,1
Female,8/2/2023,125,77,,Vegetarianism,Taoism,Balance,4
Male,12/26/2022,176,185,,Omnivorousness,Judaism,Balance,2
Male,11/23/2022,154,171,,Omnivorousness,Hinduism,Luxury,3
Female,5/6/2023,181,162,,Omnivorousness,Buddism,Minimal,2
Female,2/14/2022,145,85,,Pesetarianism,Islam,Luxury,1
Female,8/27/2022,116,168,Fish,Omnivorousness,Buddism,Luxury,4
Female,8/31/2022,123,78,,Veganism,Hinduism,Complex,3
Male,9/11/2023,153,140,,Vegetarianism,Christianity,Balance,4
Female,3/31/2022,116,92,,Omnivorousness,Islam,Minimal,1
Male,12/9/2022,132,183,,Omnivorousness,Shinto,Complex,3
Male,1/15/2023,115,132,,Omnivorousness,Buddism,Balance,3
Female,10/8/2023,110,183,,Omnivorousness,Judaism,Balance,1
Female,4/4/2022,171,182,,Omnivorousness,Sikhism,Balance,5
Male,11/28/2023,191,181,,Omnivorousness,Christianity,Complex,5
Male,10/15/2023,148,77,,Vegetarianism,Sikhism,Minimal,3
Male,9/2/2023,172,163,Molluscs,Vegetarianism,Islam,Luxury,2
Female,11/16/2023,157,108,,Veganism,Hinduism,Minimal,2
Female,3/24/2022,158,32,Soy,Veganism,Judaism,Minimal,3
Male,4/11/2023,139,53,Crustaceans,Veganism,Buddism,Complex,2
Female,8/9/2023,101,162,,Veganism,Hinduism,Minimal,2
Female,2/27/2023,183,148,Sesame,Pesetarianism,Islam,Complex,5
Male,1/11/2023,165,122,,Omnivorousness,Islam,Complex,5
Female,6/21/2023,164,134,,Omnivorousness,Buddism,Luxury,4
Male,8/5/2023,124,37,Milk,Pesetarianism,Judaism,Balance,1
Female,6/18/2023,160,89,,Pesetarianism,Shinto,Minimal,3
Male,3/31/2022,120,155,,Vegetarianism,Taoism,Balance,1
Male,9/2/2023,162,40,,Omnivorousness,Shinto,Minimal,1
Female,2/25/2022,187,108,,Omnivorousness,Buddism,Minimal,1
Female,8/13/2023,177,167,,Omnivorousness,Shinto,Minimal,5
Female,4/10/2022,128,137,Tree Nuts,Veganism,Sikhism,Balance,4
Male,1/31/2022,176,63,,Omnivorousness,Hinduism,Complex,2
Female,5/3/2022,191,93,,Pesetarianism,Hinduism,Luxury,2
Female,9/8/2022,157,60,Soy,Veganism,Islam,Balance,1
Female,8/6/2022,134,46,,Vegetarianism,Judaism,Balance,1
Male,3/3/2023,160,190,,Pesetarianism,Hinduism,Minimal,3
Male,4/3/2023,172,180,Mustard,Pesetarianism,Judaism,Minimal,3
Female,3/6/2022,112,182,Soy,Vegetarianism,Taoism,Minimal,2
Male,7/6/2022,124,182,,Pesetarianism,Islam,Luxury,1
Male,1/1/2023,109,169,,Vegetarianism,Christianity,Minimal,4
Female,9/23/2022,158,58,Mustard,Veganism,Judaism,Minimal,4
Male,8/11/2022,200,164,Peanuts,Pesetarianism,Sikhism,Minimal,1
Male,1/5/2023,187,108,Mustard,Omnivorousness,Taoism,Balance,3
Female,10/15/2023,121,74,,Veganism,Hinduism,Complex,2
Female,8/23/2023,164,144,,Vegetarianism,Islam,Minimal,2
Female,2/18/2023,129,182,Sesame,Veganism,Sikhism,Balance,3
Female,3/14/2022,176,65,,Pesetarianism,Islam,Complex,4
Male,7/6/2022,160,115,Lupin,Vegetarianism,Christianity,Complex,1
