Gender,Birth Day,height,weight,Allergy,Diet Type,Religion,Meal_Type,Satisfy Score
Male,8/30/2022,195,67,,Omnivorousness,Shinto,Balance,3
Female,3/26/2023,184,104,Celery,Vegetarianism,Judaism,Minimal,2
Male,6/8/2022,114,183,,Veganism,Shinto,Balance,1
Male,12/2/2022,186,177,Gluten,Vegetarianism,Buddism,Complex,1
Female,10/21/2022,177,144,Eggs,Vegetarianism,Islam,Complex,1
Male,6/10/2022,163,168,,Omnivorousness,Taoism,Balance,4
Female,6/7/2023,188,162,,Veganism,Hinduism,Balance,2
Female,4/6/2022,155,71,,Veganism,Shinto,Minimal,5
Male,3/3/2022,192,174,Milk,Pesetarianism,Taoism,Minimal,2
Female,6/9/2022,134,87,,Pesetarianism,Taoism,Luxury,1
Male,12/1/2022,152,162,,Pesetarianism,Christianity,Minimal,3
Male,7/13/2022,116,147,Celery,Vegetarianism,Shinto,Luxury,2
Male,5/2/2023,112,89,,Omnivorousness,Judaism,Complex,1
Male,5/11/2023,159,75,,Veganism,Sikhism,Luxury,5
Female,10/22/2022,173,100,,Pesetarianism,Sikhism,Balance,1
Female,11/10/2023,198,105,,Vegetarianism,Shinto,Luxury,4
Female,2/28/2022,191,112,,Pesetarianism,Christianity,Minimal,1
Female,9/28/2023,120,70,,Vegetarianism,Islam,Luxury,5
Male,11/12/2022,124,90,,Omnivorousness,Buddism,Minimal,1
Female,7/12/2023,179,65,,Omnivorousness,Taoism,Balance,1
Male,11/21/2022,197,158,,Veganism,Hinduism,Minimal,1
Female,8/26/2022,126,136,,Omnivorousness,Hinduism,Minimal,2
Female,3/29/2023,105,91,Crustaceans,Vegetarianism,Christianity,Minimal,1
Male,12/14/2023,184,174,,Omnivorousness,Judaism,Luxury,5
Male,7/16/2022,159,162,Molluscs,Vegetarianism,Islam,Balance,1
Female,4/20/2023,137,100,Eggs,Pesetarianism,Sikhism,Luxury,2
Female,11/10/2023,122,79,,Omnivorousness,Judaism,Complex,3
Female,9/30/2023,136,188,,Omnivorousness,Christianity,Luxury,4
Male,10/29/2023,177,99,,Vegetarianism,Shinto,Balance,1
Female,7/17/2023,126,117,Sulphur Dioxide Sulphites,Vegetarianism,Taoism,Balance,1
Male,5/25/2022,126,54,,Veganism,Taoism,Complex,1
Female,8/5/2022,197,123,,Vegetarianism,Buddism,Minimal,1
Male,6/27/2022,129,130,,Veganism,Islam,Luxury,2
Female,5/26/2023,112,146,,Omnivorousness,Taoism,Complex,1
Male,7/14/2023,183,101,,Omnivorousness,Shinto,Minimal,3
Female,7/4/2023,150,61,,Pesetarianism,Sikhism,Luxury,1
Male,2/11/2022,175,134,,Pesetarianism,Christianity,Luxury,3
