Gender,Birth Day,height,weight,Allergy,Diet Type,Religion,Meal_Type,Satisfy Score
Male,1/4/2023,127,156,,Omnivorousness,Judaism,Minimal,4
Female,2/19/2023,164,144,,Omnivorousness,Hinduism,Complex,4
Female,12/31/2022,123,135,Tree Nuts,Pesetarianism,Christianity,Minimal,5
Male,5/28/2022,164,181,,Veganism,Christianity,Minimal,1
Female,9/25/2022,175,65,,Veganism,Islam,Minimal,4
Female,10/18/2022,132,136,,Veganism,Islam,Balance,5
Female,7/28/2022,127,37,Sesame,Omnivorousness,Christianity,Luxury,2
Male,9/1/2023,101,134,Molluscs,Veganism,Buddism,Complex,1
Female,5/21/2023,123,43,,Omnivorousness,Buddism,Complex,5
Female,7/27/2023,198,73,Sesame,Omnivorousness,Sikhism,Minimal,3
Female,3/12/2023,102,188,Eggs,Veganism,Taoism,Balance,2
Female,4/15/2022,178,59,,Veganism,Islam,Luxury,5
Male,8/4/2023,103,115,Fish,Omnivorousness,Taoism,Luxury,3
Female,10/4/2022,196,88,,Vegetarianism,Shinto,Luxury,4
Male,1/6/2023,119,90,Celery,Vegetarianism,Judaism,Minimal,5
Male,4/7/2023,168,94,,Vegetarianism,Hinduism,Balance,5
Female,10/30/2023,161,75,,Pesetarianism,Sikhism,Luxury,2
Female,1/5/2023,162,139,Sulphur Dioxide Sulphites,Veganism,Islam,Luxury,5
Female,5/1/2023,192,168,Crustaceans,Veganism,Taoism,Luxury,4
Female,5/13/2023,112,182,Sesame,Pesetarianism,Judaism,Luxury,4
Female,4/3/2023,115,184,,Pesetarianism,Shinto,Minimal,4
Female,6/23/2023,170,56,Molluscs,Vegetarianism,Shinto,Balance,2
Male,10/27/2023,161,177,,Veganism,Buddism,Balance,1
Male,9/11/2022,173,83,Eggs,Vegetarianism,Christianity,Luxury,3
Female,10/20/2023,158,141,Sulphur Dioxide Sulphites,Vegetarianism,Taoism,Luxury,5
Female,6/24/2022,127,125,Soy,Pesetarianism,Islam,Luxury,1
Male,4/29/2023,182,135,Eggs,Vegetarianism,Islam,Complex,3
Male,10/15/2023,102,111,,Vegetarianism,Shinto,Luxury,3
Female,12/6/2022,191,49,,Omnivorousness,Hinduism,Luxury,2
Male,8/24/2022,104,162,Mustard,Pesetarianism,Buddism,Luxury,3
Female,8/12/2022,121,83,,Vegetarianism,Shinto,Balance,2
Female,8/23/2023,156,138,,Pesetarianism,Hinduism,Complex,5
Male,4/5/2023,123,156,,Omnivorousness,Christianity,Complex,5
Male,2/10/2022,106,119,,Omnivorousness,Sikhism,Balance,3
Female,7/1/2023,101,77,Eggs,Pesetarianism,Taoism,Balance,3
Female,11/2/2022,169,173,Fish,Omnivorousness,Buddism,Complex,1
Male,4/28/2023,124,186,,Veganism,Buddism,Balance,2
Female,5/17/2022,105,189,,Pesetarianism,Sikhism,Balance,5
Female,4/12/2022,142,134,Crustaceans,Vegetarianism,Judaism,Complex,5
Female,9/3/2022,176,105,,Veganism,Buddism,Complex,3
Female,5/2/2022,112,81,Mustard,Vegetarianism,Sikhism,Luxury,2
Male,9/23/2022,179,52,,Veganism,Christianity,Minimal,1
Male,4/5/2022,105,109,,Vegetarianism,Hinduism,Complex,4
Male,5/2/2023,169,123,,Pesetarianism,Christianity,Balance,4
Male,3/29/2022,141,183,,Pesetarianism,Buddism,Balance,4
Male,5/12/2023,125,55,,Veganism,Judaism,Balance,5
Female,7/20/2022,176,67,Tree Nuts,Omnivorousness,Christianity,Luxury,2
Female,7/26/2022,165,67,,Pesetarianism,Taoism,Complex,4
Female,4/12/2023,188,138,,Pesetarianism,Hinduism,Luxury,3
Female,4/30/2023,186,38,Tree Nuts,Omnivorousness,Islam,Luxury,2
Male,9/15/2023,164,95,,Omnivorousness,Christianity,Complex,2
Male,5/16/2022,195,77,,Veganism,Islam,Luxury,1
Male,2/21/2023,163,152,,Omnivorousness,Christianity,Complex,5
Male,8/3/2023,159,162,,Veganism,Buddism,Luxury,2
Male,5/13/2023,114,37,,Omnivorousness,Taoism,Balance,4
Female,5/23/2022,172,54,,Vegetarianism,Islam,Complex,2
Female,4/16/2022,117,156,,Veganism,Judaism,Balance,2
Female,4/12/2023,183,142,Sesame,Omnivorousness,Islam,Luxury,1
Female,7/6/2022,114,88,,Pesetarianism,Christianity,Balance,4
Female,8/22/2023,191,36,Soy,Vegetarianism,Christianity,Luxury,2
Female,11/23/2022,190,88,,Pesetarianism,Taoism,Complex,2
Female,5/21/2023,148,52,,Omnivorousness,Christianity,Luxury,5
Female,9/17/2023,140,87,Fish,Vegetarianism,Christianity,Balance,4
Female,11/15/2022,114,153,,Veganism,Buddism,Balance,3
Female,4/25/2023,158,80,Mustard,Veganism,Hinduism,Luxury,1
Female,2/26/2022,191,140,,Veganism,Islam,Balance,4
Female,12/14/2022,150,79,,Vegetarianism,Taoism,Balance,4
Male,3/12/2023,166,83,,Omnivorousness,Hinduism,Luxury,3
Male,7/21/2023,178,79,Soy,Vegetarianism,Hinduism,Minimal,5
Female,6/7/2023,190,151,,Omnivorousness,Hinduism,Luxury,3
Female,12/1/2023,174,183,,Vegetarianism,Christianity,Luxury,2
Female,5/22/2023,159,113,,Veganism,Judaism,Complex,5
Female,11/2/2023,170,113,,Vegetarianism,Christianity,Luxury,3
Male,9/9/2023,122,105,,Pesetarianism,Christianity,Complex,1
Male,3/16/2022,193,36,,Omnivorousness,Islam,Complex,1
Male,1/6/2023,195,48,,Pesetarianism,Islam,Balance,5
Male,6/5/2022,132,64,,Veganism,Sikhism,Minimal,5
Male,10/2/2023,124,89,Sulphur Dioxide Sulphites,Vegetarianism,Judaism,Balance,3
Female,3/19/2023,191,83,,Veganism,Shinto,Minimal,4
Male,3/7/2022,156,166,Peanuts,Pesetarianism,Islam,Balance,4
Male,6/21/2023,162,163,,Veganism,Shinto,Luxury,3
Male,7/5/2023,144,57,,Vegetarianism,Judaism,Minimal,2
Male,1/7/2023,142,146,,Vegetarianism,Hinduism,Balance,4
