Gender,Birth Day,height,weight,Allergy,Diet Type,Religion,Meal_Type,Satisfy Score
Male,5/17/2023,180,128,,Omnivorousness,Taoism,Minimal,5
Male,11/26/2023,191,48,,Veganism,Buddism,Complex,5
Male,3/27/2023,135,142,Gluten,Omnivorousness,Hinduism,Luxury,2
Female,9/13/2023,127,41,Lupin,Vegetarianism,Taoism,Balance,3
Female,8/31/2022,114,128,,Omnivorousness,Taoism,Complex,3
Female,2/28/2022,172,35,Crustaceans,Pesetarianism,Shinto,Balance,2
Male,7/1/2023,124,64,Mustard,Omnivorousness,Shinto,Complex,4
Male,12/30/2022,157,180,,Pesetarianism,Hinduism,Luxury,1
Female,7/21/2022,167,87,Peanuts,Pesetarianism,Sikhism,Luxury,2
Male,3/15/2022,170,59,,Vegetarianism,Islam,Balance,3
Male,8/26/2023,186,186,,Veganism,Buddism,Balance,5
Male,7/28/2023,102,121,,Veganism,Judaism,Luxury,4
Female,11/17/2023,177,180,,Pesetarianism,Sikhism,Luxury,3
Male,7/11/2023,198,187,,Veganism,Sikhism,Complex,3
Male,6/24/2022,142,46,,Omnivorousness,Hinduism,Minimal,4
Female,10/22/2022,177,110,Crustaceans,Pesetarianism,Sikhism,Luxury,2
Male,9/20/2022,200,54,,Pesetarianism,Taoism,Luxury,4
Male,9/19/2023,185,64,,Omnivorousness,Christianity,Minimal,3
Female,1/26/2023,144,103,,Omnivorousness,Christianity,Balance,5
Female,10/20/2022,183,147,,Omnivorousness,Christianity,Minimal,2
Male,8/24/2023,118,38,,Omnivorousness,Islam,Luxury,5
Female,7/25/2023,173,160,,Omnivorousness,Buddism,Minimal,1
Female,5/31/2022,120,33,Fish,Vegetarianism,Taoism,Complex,2
Male,11/28/2022,160,114,Lupin,Omnivorousness,Christianity,Minimal,4
Male,10/26/2023,173,67,,Omnivorousness,Christianity,Luxury,5
Male,6/10/2022,130,62,Molluscs,Vegetarianism,Hinduism,Minimal,2
Female,12/17/2023,103,55,,Veganism,Christianity,Minimal,4
