Gender,Birth Day,height,weight,Allergy,Diet Type,Religion,Meal_Type,Satisfy Score
Female,7/30/2023,108,45,,Pesetarianism,Hinduism,Balance,4
Female,11/22/2023,138,163,,Veganism,Islam,Minimal,4
Female,8/12/2023,132,47,,Vegetarianism,Shinto,Minimal,5
Male,12/10/2022,186,117,Gluten,Veganism,Christianity,Complex,5
Female,2/23/2022,138,80,,Omnivorousness,Christianity,Luxury,3
Male,8/28/2022,130,159,Peanuts,Veganism,Taoism,Minimal,5
Female,7/29/2022,106,171,,Omnivorousness,Judaism,Complex,2
Male,11/10/2022,165,61,Crustaceans,Vegetarianism,Hinduism,Luxury,1
Male,3/10/2022,151,164,Peanuts,Vegetarianism,Judaism,Luxury,4
Female,4/6/2023,167,92,,Omnivorousness,Christianity,Minimal,5
Male,7/18/2023,150,129,,Omnivorousness,Hinduism,Complex,3
Male,9/25/2022,166,190,Sesame,Veganism,Christianity,Complex,1
Female,9/19/2022,191,99,Crustaceans,Omnivorousness,Buddism,Minimal,1
Male,6/9/2023,116,164,,Omnivorousness,Islam,Balance,5
Female,9/15/2023,129,176,Soy,Pesetarianism,Judaism,Complex,5
Female,1/24/2023,187,141,Celery,Vegetarianism,Hinduism,Luxury,1
Male,9/20/2023,143,166,Celery,Omnivorousness,Taoism,Balance,3
Male,2/12/2022,105,136,Crustaceans,Pesetarianism,Judaism,Minimal,1
Female,1/12/2023,157,145,,Pesetarianism,Christianity,Balance,2
Male,11/19/2023,131,187,,Omnivorousness,Buddism,Luxury,4
Male,8/5/2023,103,119,,Pesetarianism,Judaism,Minimal,4
Female,12/11/2023,146,47,,Pesetarianism,Hinduism,Minimal,1
Male,1/3/2023,200,143,Milk,Veganism,Buddism,Complex,5
Male,9/24/2023,100,159,Fish,Vegetarianism,Judaism,Complex,1
Male,7/6/2023,161,76,Tree Nuts,Omnivorousness,Islam,Minimal,5
Male,6/14/2023,120,42,Mustard,Pesetarianism,Shinto,Luxury,5
Male,1/5/2023,162,151,,Omnivorousness,Christianity,Minimal,4
Male,2/15/2022,106,74,Crustaceans,Veganism,Taoism,Complex,5
Female,11/28/2022,107,155,Gluten,Omnivorousness,Buddism,Balance,4
Male,3/5/2022,168,169,,Pesetarianism,Taoism,Minimal,1
Male,6/5/2022,114,118,,Vegetarianism,Judaism,Luxury,1
Male,3/5/2023,141,79,,Vegetarianism,Taoism,Balance,2
Female,3/16/2022,140,48,Fish,Omnivorousness,Islam,Balance,3
Female,5/24/2023,140,92,,Vegetarianism,Buddism,Complex,3
Male,12/18/2023,124,155,Celery,Pesetarianism,Shinto,Balance,2
Male,7/2/2023,196,143,Celery,Pesetarianism,Sikhism,Balance,1
Female,2/5/2023,107,110,Crustaceans,Vegetarianism,Buddism,Complex,3
Male,8/27/2022,136,112,,Omnivorousness,Shinto,Minimal,3
Male,1/17/2023,133,105,,Veganism,Sikhism,Complex,5
Female,10/21/2022,133,161,Peanuts,Omnivorousness,Judaism,Balance,3
Female,1/13/2023,130,80,Soy,Veganism,Shinto,Luxury,4
Female,5/19/2022,182,123,,Pesetarianism,Judaism,Minimal,5
Female,10/13/2022,129,36,,Pesetarianism,Judaism,Complex,1
Female,5/11/2022,178,44,Eggs,Vegetarianism,Christianity,Minimal,5
Female,2/22/2023,170,131,,Vegetarianism,Islam,Complex,5
Female,11/20/2023,141,138,,Omnivorousness,Buddism,Complex,1
Male,7/6/2023,112,115,,Vegetarianism,Buddism,Luxury,3
Female,4/23/2022,133,112,,Omnivorousness,Hinduism,Luxury,1
Male,5/3/2022,158,186,,Omnivorousness,Shinto,Balance,3
Female,7/6/2022,189,180,,Pesetarianism,Buddism,Complex,5
Male,11/20/2023,140,118,,Omnivorousness,Hinduism,Complex,4
Female,9/17/2022,117,100,,Omnivorousness,Christianity,Complex,1
Female,5/31/2022,192,90,,Vegetarianism,Christianity,Luxury,1
Male,9/21/2022,181,40,Fish,Veganism,Christianity,Luxury,2
Female,9/7/2023,198,72,,Pesetarianism,Shinto,Complex,4
Female,8/17/2023,200,41,,Veganism,Christianity,Complex,3
Male,12/29/2022,172,86,,Omnivorousness,Buddism,Balance,4
Male,11/13/2023,137,163,,Pesetarianism,Christianity,Complex,4
Female,2/1/2022,107,35,,Vegetarianism,Judaism,Complex,2
Female,11/11/2022,179,123,,Omnivorousness,Taoism,Luxury,4
Female,8/17/2023,190,55,Mustard,Vegetarianism,Shinto,Minimal,5
Male,11/6/2023,101,174,,Vegetarianism,Judaism,Balance,3
Male,4/17/2023,193,173,Crustaceans,Pesetarianism,Christianity,Complex,3
Female,3/31/2022,140,186,,Veganism,Judaism,Balance,3
Male,8/28/2022,153,34,,Omnivorousness,Shinto,Balance,4
Female,9/2/2022,174,100,,Vegetarianism,Islam,Minimal,3
Female,6/5/2022,179,190,,Vegetarianism,Shinto,Balance,2
Male,5/16/2022,150,86,,Pesetarianism,Shinto,Complex,1
Male,8/14/2022,104,81,,Veganism,Christianity,Complex,5
Male,11/12/2022,177,182,,Vegetarianism,Islam,Minimal,3
Female,7/12/2023,149,132,Milk,Pesetarianism,Sikhism,Minimal,5
Male,7/23/2023,102,116,,Vegetarianism,Buddism,Luxury,5
Female,10/2/2023,124,176,Sesame,Veganism,Islam,Balance,4
Female,3/30/2022,143,145,Sulphur Dioxide Sulphites,Pesetarianism,Taoism,Balance,1
Male,7/24/2023,138,101,,Vegetarianism,Hinduism,Minimal,3
Female,12/13/2022,129,147,,Veganism,Hinduism,Luxury,1
Male,5/8/2022,112,147,,Pesetarianism,Hinduism,Luxury,5
Male,3/26/2023,116,50,,Veganism,Buddism,Balance,2
Female,3/9/2023,186,77,,Vegetarianism,Taoism,Luxury,2
Male,6/5/2022,138,156,Sesame,Veganism,Christianity,Balance,1
Female,4/24/2022,122,99,,Vegetarianism,Hinduism,Balance,4
Female,7/2/2023,191,94,Molluscs,Veganism,Islam,Balance,2
Female,9/13/2022,119,40,,Vegetarianism,Shinto,Luxury,1
Female,6/30/2022,102,163,,Omnivorousness,Christianity,Luxury,5
Male,7/9/2022,141,163,,Pesetarianism,Islam,Complex,1
Female,2/15/2023,169,134,,Pesetarianism,Buddism,Luxury,4
Female,9/1/2022,181,41,,Pesetarianism,Hinduism,Minimal,1
Male,10/12/2023,168,43,,Pesetarianism,Christianity,Balance,3
Male,11/14/2023,178,135,Soy,Vegetarianism,Buddism,Minimal,5
Female,12/5/2022,127,77,,Pesetarianism,Hinduism,Balance,4
Female,6/2/2022,197,156,,Pesetarianism,Hinduism,Balance,4
Female,3/29/2023,194,126,,Veganism,Islam,Balance,1
Female,7/18/2022,190,43,,Omnivorousness,Taoism,Luxury,4
Female,9/20/2022,166,130,,Veganism,Shinto,Complex,3
Female,4/29/2023,150,85,,Pesetarianism,Hinduism,Balance,2
Female,2/7/2023,158,98,,Vegetarianism,Hinduism,Luxury,1
Female,3/19/2023,128,76,,Vegetarianism,Judaism,Complex,3
Female,7/26/2022,146,121,,Pesetarianism,Buddism,Luxury,1
Female,8/8/2023,103,118,Sesame,Pesetarianism,Islam,Balance,5
Male,1/17/2023,192,33,Gluten,Omnivorousness,Buddism,Minimal,4
Male,4/27/2022,140,114,,Omnivorousness,Taoism,Luxury,1
Male,2/7/2023,144,94,,Vegetarianism,Christianity,Minimal,5
Female,3/21/2022,130,97,Fish,Vegetarianism,Islam,Minimal,1
Male,7/27/2022,177,119,,Veganism,Judaism,Luxury,3
Female,11/13/2022,166,113,,Pesetarianism,Shinto,Balance,2
Male,4/19/2022,123,62,Crustaceans,Omnivorousness,Taoism,Luxury,2
Male,12/13/2023,162,84,,Omnivorousness,Christianity,Balance,1
Male,3/20/2023,170,173,,Veganism,Hinduism,Minimal,1
Female,11/16/2022,158,48,Soy,Pesetarianism,Sikhism,Balance,5
Male,12/17/2023,178,83,,Vegetarianism,Shinto,Minimal,4
