Gender,Birth Day,height,weight,Allergy,Diet Type,Religion,Meal_Type,Satisfy Score
Female,6/25/2022,156,154,Crustaceans,Pesetarianism,Sikhism,Luxury,4
Female,9/2/2022,121,112,Soy,Veganism,Buddism,Balance,4
Male,8/5/2022,162,34,,Veganism,Taoism,Balance,1
Male,7/26/2022,159,53,,Veganism,Judaism,Luxury,1
Male,4/21/2022,178,111,Lupin,Veganism,Christianity,Balance,3
Female,1/15/2023,180,70,,Pesetarianism,Buddism,Complex,3
Female,7/28/2023,189,71,,Veganism,Taoism,Minimal,5
Female,11/9/2022,105,134,Crustaceans,Vegetarianism,Christianity,Complex,2
Male,11/21/2023,186,57,,Pesetarianism,Hinduism,Luxury,2
Female,8/27/2023,179,73,,Veganism,Taoism,Minimal,1
Female,8/19/2023,161,181,,Omnivorousness,Islam,Luxury,2
Male,1/1/2023,162,110,,Omnivorousness,Taoism,Balance,3
Female,7/26/2023,156,118,Soy,Omnivorousness,Islam,Minimal,4
Male,6/17/2022,180,188,Sulphur Dioxide Sulphites,Omnivorousness,Sikhism,Complex,5
Male,1/19/2023,117,133,Lupin,Vegetarianism,Buddism,Luxury,4
Female,1/15/2023,151,114,,Pesetarianism,Islam,Minimal,3
Female,9/25/2023,132,116,,Veganism,Judaism,Balance,2
Male,2/16/2023,182,91,,Vegetarianism,Sikhism,Luxury,2
Male,12/23/2022,195,132,,Omnivorousness,Taoism,Minimal,3
Female,6/24/2022,114,38,,Veganism,Judaism,Complex,2
Male,5/5/2022,120,152,,Veganism,Hinduism,Minimal,2
Female,3/25/2023,188,40,,Pesetarianism,Taoism,Complex,4
Female,2/25/2023,191,179,,Vegetarianism,Shinto,Luxury,1
Female,3/17/2022,162,36,,Omnivorousness,Taoism,Balance,1
Male,10/11/2022,186,183,,Pesetarianism,Islam,Luxury,2
Male,2/12/2022,156,33,,Pesetarianism,Taoism,Luxury,5
Male,3/9/2022,107,129,,Pesetarianism,Buddism,Complex,4
Female,11/27/2022,170,114,Milk,Omnivorousness,Hinduism,Complex,1
Female,9/22/2023,152,76,Tree Nuts,Pesetarianism,Sikhism,Minimal,1
Female,2/11/2023,155,58,,Omnivorousness,Buddism,Luxury,3
Female,5/4/2022,192,39,,Veganism,Buddism,Luxury,4
Male,5/23/2023,120,76,,Veganism,Christianity,Balance,5
Female,6/16/2023,180,99,Celery,Vegetarianism,Taoism,Balance,2
Female,10/10/2023,120,35,Fish,Vegetarianism,Shinto,Complex,4
Female,8/24/2022,144,173,Sulphur Dioxide Sulphites,Omnivorousness,Buddism,Minimal,3
Female,6/8/2023,147,89,Gluten,Pesetarianism,Buddism,Balance,1
Female,11/17/2022,182,104,Celery,Veganism,Christianity,Balance,4
Male,7/20/2023,174,96,,Omnivorousness,Judaism,Minimal,1
Female,10/16/2023,114,175,,Omnivorousness,Christianity,Luxury,4
Male,6/18/2022,185,86,,Vegetarianism,Hinduism,Balance,4
Female,9/28/2022,121,158,,Omnivorousness,Islam,Balance,2
Female,10/9/2023,119,160,,Veganism,Judaism,Balance,5
Male,1/10/2023,133,113,,Vegetarianism,Islam,Minimal,3
Female,9/27/2022,140,86,,Vegetarianism,Islam,Complex,4
Male,8/30/2022,196,168,,Vegetarianism,Taoism,Luxury,4
Male,8/23/2023,152,178,Gluten,Omnivorousness,Judaism,Minimal,5
Male,6/6/2022,155,115,,Veganism,Taoism,Minimal,4
Female,3/15/2023,122,84,,Vegetarianism,Taoism,Balance,1
Male,12/21/2023,198,67,Sulphur Dioxide Sulphites,Omnivorousness,Hinduism,Balance,1
Female,2/9/2022,118,133,,Pesetarianism,Hinduism,Balance,1
Male,6/26/2022,119,116,Tree Nuts,Omnivorousness,Shinto,Minimal,3
Female,8/3/2022,123,146,,Vegetarianism,Buddism,Luxury,1
Male,12/8/2023,129,140,,Pesetarianism,Judaism,Minimal,1
Female,10/15/2022,156,85,,Pesetarianism,Judaism,Complex,1
Male,6/5/2023,108,67,,Vegetarianism,Hinduism,Complex,5
Female,1/21/2023,169,126,,Veganism,Islam,Balance,1
Male,7/26/2022,161,105,,Pesetarianism,Judaism,Balance,2
Female,8/20/2023,168,111,,Omnivorousness,Shinto,Balance,2
Male,11/8/2023,145,76,,Vegetarianism,Shinto,Minimal,2
Male,11/13/2023,145,52,,Omnivorousness,Islam,Complex,4
Female,2/19/2023,191,122,,Omnivorousness,Taoism,Minimal,2
Female,11/11/2023,200,132,Tree Nuts,Vegetarianism,Islam,Balance,3
Female,5/14/2023,108,182,Gluten,Vegetarianism,Islam,Minimal,2
Male,7/4/2023,190,41,Gluten,Pesetarianism,Christianity,Balance,5
Female,3/9/2023,136,73,Crustaceans,Vegetarianism,Christianity,Luxury,1
Male,2/15/2022,184,50,Tree Nuts,Veganism,Buddism,Balance,1
Female,6/3/2023,193,147,,Veganism,Hinduism,Luxury,2
Male,9/3/2023,138,132,Eggs,Vegetarianism,Sikhism,Minimal,4
Female,6/24/2022,149,129,,Pesetarianism,Christianity,Luxury,5
Female,2/4/2022,157,107,,Veganism,Sikhism,Minimal,1
