Gender,Birth Day,height,weight,Allergy,Diet Type,Religion,Meal_Type,Satisfy Score
Female,9/21/2023,193,128,,Omnivorousness,Judaism,Minimal,1
Male,10/18/2022,103,75,,Omnivorousness,Christianity,Balance,1
Male,9/22/2023,170,161,,Vegetarianism,Christianity,Luxury,2
Male,7/6/2023,144,99,,Pesetarianism,Sikhism,Minimal,2
Male,8/21/2023,129,140,,Veganism,Taoism,Complex,3
Female,3/5/2022,118,80,,Pesetarianism,Islam,Balance,4
Female,5/17/2022,176,148,,Omnivorousness,Sikhism,Complex,2
Male,3/30/2022,150,155,Gluten,Omnivorousness,Sikhism,Luxury,4
Male,6/26/2023,141,78,,Omnivorousness,Islam,Minimal,2
Female,6/22/2022,134,43,,Omnivorousness,Islam,Luxury,4
Female,4/8/2023,191,89,Celery,Pesetarianism,Judaism,Complex,2
Female,6/4/2022,149,181,,Vegetarianism,Shinto,Minimal,4
Male,5/4/2023,143,51,,Veganism,Buddism,Complex,5
Female,5/11/2023,159,84,,Omnivorousness,Sikhism,Complex,5
Female,7/12/2023,169,89,Sulphur Dioxide Sulphites,Vegetarianism,Judaism,Minimal,4
Male,12/3/2023,150,57,,Veganism,Sikhism,Luxury,3
Female,2/2/2022,169,47,,Omnivorousness,Judaism,Complex,3
Female,3/22/2022,130,105,Crustaceans,Omnivorousness,Taoism,Minimal,4
Female,9/3/2022,183,59,,Vegetarianism,Taoism,Complex,2
Female,1/26/2023,187,189,Soy,Vegetarianism,Islam,Minimal,5
Male,5/13/2023,168,112,,Omnivorousness,Judaism,Luxury,3
Female,1/9/2023,179,170,,Pesetarianism,Taoism,Balance,3
Female,10/31/2023,165,96,Lupin,Pesetarianism,Islam,Balance,5
Male,2/21/2023,100,79,,Vegetarianism,Taoism,Luxury,4
Male,3/4/2022,184,125,,Pesetarianism,Judaism,Balance,2
Male,1/16/2023,111,132,,Omnivorousness,Taoism,Complex,4
Female,12/19/2023,155,165,,Omnivorousness,Judaism,Luxury,4
Male,2/10/2022,103,147,,Veganism,Judaism,Complex,1
Male,6/13/2023,172,180,Crustaceans,Veganism,Christianity,Luxury,5
Female,10/26/2022,199,101,Molluscs,Omnivorousness,Shinto,Complex,5
Male,4/12/2023,126,121,,Pesetarianism,Judaism,Complex,1
Male,9/20/2022,121,187,Milk,Pesetarianism,Christianity,Complex,1
Male,4/20/2023,183,98,Mustard,Veganism,Judaism,Minimal,1
Female,7/31/2022,127,179,,Pesetarianism,Hinduism,Complex,4
Male,1/24/2023,114,126,,Omnivorousness,Taoism,Complex,4
Female,7/24/2023,118,116,,Pesetarianism,Shinto,Luxury,3
Male,2/24/2023,198,41,Soy,Omnivorousness,Buddism,Minimal,5
Female,3/7/2023,149,134,,Veganism,Shinto,Complex,3
Female,4/29/2022,104,90,,Veganism,Shinto,Balance,5
Female,3/24/2022,105,178,,Pesetarianism,Buddism,Luxury,4
Female,8/1/2023,122,92,,Veganism,Christianity,Balance,2
Male,7/17/2022,113,155,,Veganism,Taoism,Balance,3
Female,3/15/2023,186,70,,Veganism,Sikhism,Minimal,4
Male,5/18/2023,141,94,,Veganism,Islam,Balance,3
Female,12/18/2022,138,135,,Veganism,Taoism,Luxury,2
Male,12/28/2022,145,167,,Pesetarianism,Shinto,Balance,1
Male,11/16/2022,104,78,Mustard,Veganism,Buddism,Balance,3
Female,7/6/2022,109,162,,Omnivorousness,Islam,Complex,2
Male,11/24/2023,189,153,Fish,Pesetarianism,Taoism,Luxury,5
Male,7/24/2023,106,41,Eggs,Veganism,Judaism,Minimal,4
Female,2/14/2022,121,136,Peanuts,Vegetarianism,Judaism,Balance,2
Male,1/22/2023,168,32,,Pesetarianism,Hinduism,Luxury,1
Female,8/25/2023,141,147,Crustaceans,Pesetarianism,Sikhism,Complex,3
Male,8/22/2022,136,81,,Pesetarianism,Hinduism,Complex,3
Female,8/19/2023,102,40,,Pesetarianism,Sikhism,Luxury,2
Female,6/26/2022,169,173,,Vegetarianism,Christianity,Complex,3
Male,11/26/2023,120,56,,Pesetarianism,Buddism,Minimal,4
Female,9/21/2023,176,137,,Vegetarianism,Sikhism,Luxury,1
Female,8/10/2022,150,144,Lupin,Veganism,Buddism,Balance,5
Male,4/11/2023,161,71,,Veganism,Shinto,Luxury,2
Male,1/24/2023,114,92,,Vegetarianism,Sikhism,Luxury,3
Male,11/29/2023,104,73,,Veganism,Shinto,Complex,5
Female,8/11/2023,107,87,Celery,Vegetarianism,Shinto,Minimal,4
Female,5/9/2023,157,166,,Omnivorousness,Buddism,Minimal,4
Male,7/14/2023,163,167,,Vegetarianism,Buddism,Complex,3
Male,12/8/2023,121,150,,Omnivorousness,Taoism,Complex,4
Male,11/28/2022,101,119,Tree Nuts,Veganism,Islam,Complex,3
Male,9/15/2023,129,149,Sesame,Vegetarianism,Judaism,Luxury,4
Female,5/7/2023,197,40,,Veganism,Buddism,Balance,5
Male,2/10/2022,124,161,,Veganism,Taoism,Complex,2
Male,11/17/2022,166,103,,Vegetarianism,Judaism,Balance,3
Female,2/14/2022,195,79,,Vegetarianism,Hinduism,Minimal,4
Female,12/2/2022,155,119,,Vegetarianism,Taoism,Luxury,1
Male,11/6/2022,175,52,,Omnivorousness,Buddism,Complex,4
Male,4/28/2022,181,116,Gluten,Vegetarianism,Sikhism,Luxury,4
Male,3/21/2023,177,117,,Omnivorousness,Christianity,Balance,5
Female,8/29/2022,103,155,,Omnivorousness,Taoism,Minimal,3
Female,5/16/2023,114,64,,Pesetarianism,Sikhism,Luxury,2
Male,11/15/2023,138,127,,Veganism,Christianity,Luxury,5
Male,10/2/2023,179,174,,Vegetarianism,Islam,Balance,3
Male,9/15/2022,149,150,Peanuts,Pesetarianism,Sikhism,Luxury,2
Male,9/27/2023,134,66,,Vegetarianism,Buddism,Balance,1
Male,8/20/2022,138,190,Fish,Omnivorousness,Hinduism,Balance,1
Male,11/28/2022,139,61,,Omnivorousness,Christianity,Luxury,4
Male,6/13/2022,114,70,,Pesetarianism,Sikhism,Balance,5
Male,1/7/2023,104,173,,Omnivorousness,Hinduism,Luxury,2
Male,2/12/2022,166,150,Lupin,Pesetarianism,Taoism,Luxury,3
Male,12/20/2022,190,119,,Vegetarianism,Islam,Balance,2
Male,11/5/2022,104,130,,Veganism,Hinduism,Balance,4
Female,4/21/2022,149,185,Tree Nuts,Vegetarianism,Judaism,Minimal,2
Female,9/22/2022,166,35,,Veganism,Sikhism,Luxury,3
Male,4/10/2022,137,164,Milk,Vegetarianism,Taoism,Balance,3
Male,4/24/2023,159,129,,Omnivorousness,Buddism,Balance,1
Male,5/4/2023,143,33,,Veganism,Buddism,Luxury,3
Female,10/30/2023,182,130,,Omnivorousness,Christianity,Minimal,3
Female,11/11/2022,116,190,Crustaceans,Omnivorousness,Islam,Minimal,3
Female,1/28/2023,109,41,,Veganism,Shinto,Balance,2
Female,10/19/2022,180,34,,Omnivorousness,Buddism,Complex,3
Male,9/13/2022,189,72,Sesame,Veganism,Shinto,Luxury,3
Male,12/15/2023,145,116,Molluscs,Pesetarianism,Islam,Minimal,3
Male,6/28/2023,120,83,,Veganism,Taoism,Balance,5
Female,3/17/2022,195,177,,Omnivorousness,Buddism,Balance,2
Female,9/23/2022,158,60,,Veganism,Shinto,Minimal,5
Male,3/7/2023,117,67,Crustaceans,Pesetarianism,Buddism,Balance,1
Male,6/26/2022,188,44,,Omnivorousness,Hinduism,Luxury,1
Female,9/27/2023,188,161,,Veganism,Sikhism,Complex,3
Female,3/8/2023,121,133,Mustard,Veganism,Judaism,Luxury,1
Female,3/23/2022,200,168,,Omnivorousness,Sikhism,Luxury,4
Female,7/6/2023,190,67,,Pesetarianism,Judaism,Balance,4
Female,11/13/2023,149,110,,Pesetarianism,Taoism,Luxury,2
Female,7/3/2022,100,161,Milk,Veganism,Hinduism,Balance,2
Female,1/5/2023,141,132,Fish,Vegetarianism,Hinduism,Complex,4
Male,12/24/2022,120,155,Gluten,Omnivorousness,Judaism,Minimal,3
Female,4/20/2023,157,98,,Omnivorousness,Taoism,Minimal,2
Female,12/8/2022,129,124,Mustard,Vegetarianism,Sikhism,Balance,3
Male,4/7/2023,152,178,Milk,Omnivorousness,Buddism,Complex,2
Male,2/24/2022,156,86,Lupin,Vegetarianism,Buddism,Complex,5
Male,7/21/2023,152,151,Gluten,Pesetarianism,Taoism,Minimal,5
Female,6/9/2022,191,139,,Pesetarianism,Christianity,Complex,2
Female,6/5/2023,131,124,Milk,Veganism,Shinto,Luxury,1
Female,9/6/2023,158,186,,Omnivorousness,Judaism,Luxury,4
Female,9/27/2022,100,107,,Omnivorousness,Islam,Minimal,4
Male,4/23/2022,126,59,Gluten,Veganism,Islam,Balance,2
Male,9/12/2023,160,170,,Vegetarianism,Taoism,Balance,5
Male,9/10/2022,164,154,,Veganism,Shinto,Luxury,3
Male,4/4/2022,200,158,,Vegetarianism,Buddism,Complex,1
Female,6/16/2023,189,99,,Omnivorousness,Buddism,Luxury,2
Female,4/27/2022,187,144,,Pesetarianism,Taoism,Luxury,5
Female,3/8/2022,135,186,Molluscs,Omnivorousness,Taoism,Minimal,1
Male,3/6/2022,133,173,Sulphur Dioxide Sulphites,Omnivorousness,Hinduism,Balance,4
Male,5/13/2022,119,161,,Veganism,Sikhism,Complex,2
Male,2/23/2022,102,143,Fish,Pesetarianism,Shinto,Luxury,2
Male,5/3/2022,164,156,,Pesetarianism,Shinto,Balance,1
Male,1/16/2023,181,174,,Pesetarianism,Sikhism,Balance,4
Male,2/11/2022,123,33,,Pesetarianism,Buddism,Luxury,5
Female,2/12/2022,157,47,Milk,Omnivorousness,Hinduism,Complex,1
Female,4/8/2023,121,152,,Vegetarianism,Buddism,Luxury,5
Female,3/7/2022,179,177,Molluscs,Pesetarianism,Buddism,Minimal,4
Male,2/14/2023,191,68,Milk,Pesetarianism,Sikhism,Balance,4
Female,12/20/2023,124,122,,Veganism,Islam,Balance,2
Female,2/11/2023,193,120,,Veganism,Christianity,Luxury,5
Female,10/23/2023,107,176,,Omnivorousness,Buddism,Minimal,3
Male,3/21/2022,167,101,Mustard,Pesetarianism,Christianity,Balance,1
Female,11/25/2023,194,88,Eggs,Veganism,Taoism,Luxury,3
Female,8/2/2022,166,157,,Omnivorousness,Sikhism,Luxury,4
Female,3/9/2023,173,124,Peanuts,Omnivorousness,Sikhism,Luxury,1
Male,4/28/2023,200,151,Sesame,Vegetarianism,Buddism,Balance,3
Male,5/19/2023,107,49,Sulphur Dioxide Sulphites,Pesetarianism,Taoism,Balance,3
Female,7/16/2023,155,110,Sulphur Dioxide Sulphites,Pesetarianism,Buddism,Complex,5
Female,4/20/2023,130,130,,Omnivorousness,Islam,Luxury,1
Female,9/18/2022,112,164,,Omnivorousness,Buddism,Balance,4
Female,4/22/2022,131,92,Gluten,Pesetarianism,Judaism,Minimal,2
Male,11/25/2022,185,169,,Vegetarianism,Judaism,Minimal,3
Female,1/10/2023,164,166,,Omnivorousness,Sikhism,Complex,1
Female,7/10/2023,140,148,,Omnivorousness,Judaism,Balance,1
Female,12/9/2022,185,128,,Veganism,Taoism,Balance,2
