Gender,Birth Day,height,weight,Allergy,Diet Type,Religion,Meal_Type,Satisfy Score
Female,3/20/2022,100,131,,Omnivorousness,Islam,Minimal,4
Male,5/30/2022,116,164,,Vegetarianism,Judaism,Complex,2
Male,10/19/2022,117,189,Eggs,Omnivorousness,Hinduism,Luxury,2
Female,12/2/2023,112,173,Soy,Veganism,Hinduism,Balance,5
Male,7/10/2022,176,183,,Omnivorousness,Hinduism,Balance,5
Female,6/27/2023,196,189,,Vegetarianism,Taoism,Luxury,4
Male,1/5/2023,190,162,,Vegetarianism,Christianity,Balance,3
Female,11/21/2022,125,115,,Omnivorousness,Shinto,Luxury,5
Female,12/5/2022,101,46,,Omnivorousness,Islam,Balance,4
Female,3/22/2023,103,76,Eggs,Vegetarianism,Christianity,Balance,4
Male,6/12/2023,100,125,Milk,Pesetarianism,Christianity,Luxury,2
Male,11/9/2023,180,176,Gluten,Vegetarianism,Sikhism,Luxury,2
Male,7/3/2023,102,164,,Veganism,Shinto,Balance,5
Female,10/17/2022,181,112,Lupin,Veganism,Buddism,Complex,2
Female,10/1/2023,157,167,,Veganism,Hinduism,Complex,1
Male,6/11/2022,144,107,,Vegetarianism,Buddism,Balance,3
Male,7/20/2023,109,112,,Pesetarianism,Judaism,Complex,3
Female,5/8/2023,106,143,,Pesetarianism,Shinto,Luxury,4
Female,3/7/2022,182,85,,Omnivorousness,Christianity,Minimal,3
Female,4/27/2023,178,84,,Vegetarianism,Judaism,Luxury,3
Male,9/25/2023,168,146,Celery,Veganism,Taoism,Complex,1
Male,3/7/2022,154,97,,Veganism,Taoism,Luxury,5
Male,7/10/2023,177,112,,Omnivorousness,Hinduism,Minimal,4
Female,9/24/2022,190,158,,Vegetarianism,Hinduism,Minimal,4
Male,1/10/2023,196,34,,Vegetarianism,Hinduism,Complex,3
Male,10/31/2023,140,69,,Veganism,Buddism,Minimal,5
Male,3/19/2023,135,114,,Veganism,Shinto,Complex,3
Male,8/28/2022,199,125,Sesame,Vegetarianism,Sikhism,Minimal,3
Female,2/18/2022,143,145,,Vegetarianism,Islam,Minimal,4
Male,10/15/2022,167,184,,Vegetarianism,Taoism,Minimal,5
Male,8/2/2022,191,88,Crustaceans,Pesetarianism,Christianity,Luxury,5
Male,8/21/2022,114,104,Crustaceans,Vegetarianism,Judaism,Luxury,5
Male,11/26/2023,146,139,,Pesetarianism,Taoism,Minimal,3
Female,3/11/2022,132,92,,Pesetarianism,Hinduism,Minimal,4
Male,2/6/2023,167,156,,Vegetarianism,Hinduism,Balance,4
Male,6/9/2023,160,119,,Pesetarianism,Hinduism,Luxury,1
Male,5/22/2022,135,160,,Veganism,Shinto,Minimal,3
Female,7/11/2023,175,81,,Pesetarianism,Sikhism,Complex,4
Male,11/10/2023,136,36,Sesame,Pesetarianism,Taoism,Luxury,5
Male,12/24/2022,127,170,,Pesetarianism,Buddism,Luxury,1
Female,3/29/2022,143,63,,Veganism,Judaism,Balance,5
