Gender,Birth Day,height,weight,Allergy,Diet Type,Religion,Meal_Type,Satisfy Score
Male,2/8/2022,150,68,Lupin,Veganism,Sikhism,Luxury,1
Female,6/18/2022,161,115,Celery,Vegetarianism,Islam,Luxury,4
Male,5/30/2023,171,89,,Vegetarianism,Shinto,Complex,4
Male,2/28/2022,115,51,,Veganism,Buddism,Complex,2
Female,11/9/2022,129,130,,Pesetarianism,Sikhism,Balance,3
Female,8/8/2023,177,187,Celery,Vegetarianism,Christianity,Balance,5
Male,6/27/2022,143,120,,Omnivorousness,Judaism,Complex,4
Male,1/3/2023,155,170,,Veganism,Judaism,Minimal,5
Male,9/3/2023,187,151,Soy,Omnivorousness,Shinto,Minimal,4
Female,8/14/2022,155,73,,Omnivorousness,Taoism,Minimal,5
Female,12/15/2022,198,149,,Veganism,Islam,Luxury,2
Female,4/23/2022,112,82,,Veganism,Shinto,Complex,1
Male,10/15/2022,199,149,Fish,Vegetarianism,Judaism,Complex,3
Female,6/30/2023,150,152,,Veganism,Shinto,Balance,4
Female,6/28/2023,157,40,Mustard,Vegetarianism,Shinto,Complex,4
Male,9/18/2022,103,165,Molluscs,Vegetarianism,Taoism,Complex,2
Male,12/18/2022,149,140,,Pesetarianism,Judaism,Minimal,5
Male,10/7/2022,100,52,Milk,Veganism,Christianity,Luxury,3
Male,10/16/2023,104,134,Mustard,Vegetarianism,Buddism,Luxury,1
Female,7/17/2022,111,86,,Pesetarianism,Islam,Minimal,4
Female,1/10/2023,179,76,,Omnivorousness,Taoism,Minimal,5
Female,12/26/2022,197,174,,Vegetarianism,Sikhism,Balance,3
Male,9/2/2023,160,138,,Pesetarianism,Judaism,Balance,3
Female,12/16/2022,118,45,,Veganism,Hinduism,Balance,1
Male,2/12/2023,176,43,Mustard,Pesetarianism,Christianity,Balance,4
Female,6/18/2023,193,188,Soy,Vegetarianism,Islam,Luxury,2
Female,5/26/2023,199,80,,Pesetarianism,Shinto,Balance,2
Male,4/10/2022,129,80,Soy,Veganism,Shinto,Complex,2
Female,4/14/2022,131,56,,Vegetarianism,Taoism,Complex,5
Male,6/6/2022,129,126,Molluscs,Omnivorousness,Hinduism,Minimal,4
Male,4/24/2022,199,52,Sesame,Omnivorousness,Sikhism,Minimal,5
Male,6/12/2023,122,137,,Veganism,Shinto,Luxury,5
Female,5/19/2023,172,44,,Omnivorousness,Sikhism,Balance,1
Female,4/20/2022,165,190,Gluten,Veganism,Sikhism,Complex,1
Female,12/14/2022,111,123,,Vegetarianism,Christianity,Minimal,5
Male,7/21/2023,170,56,,Omnivorousness,Judaism,Balance,1
Male,2/10/2023,123,50,,Pesetarianism,Islam,Balance,1
Male,3/24/2023,172,187,Soy,Omnivorousness,Judaism,Balance,2
Male,8/27/2023,123,46,,Pesetarianism,Islam,Balance,2
Male,10/21/2022,171,38,,Vegetarianism,Islam,Complex,3
Male,12/16/2023,164,139,,Vegetarianism,Judaism,Balance,5
Female,5/24/2023,137,42,Sulphur Dioxide Sulphites,Omnivorousness,Judaism,Luxury,1
Female,4/1/2023,177,123,Lupin,Veganism,Islam,Balance,4
Male,3/22/2023,185,168,,Vegetarianism,Shinto,Complex,2
Male,12/7/2023,176,186,,Vegetarianism,Sikhism,Complex,1
Male,9/22/2023,182,83,,Vegetarianism,Sikhism,Minimal,1
Male,9/6/2022,121,54,,Veganism,Judaism,Balance,1
Female,2/2/2023,169,132,,Omnivorousness,Islam,Luxury,4
Male,8/19/2023,167,109,,Omnivorousness,Taoism,Luxury,2
Male,2/18/2023,161,181,,Veganism,Shinto,Complex,2
Female,9/13/2022,105,99,,Veganism,Christianity,Balance,3
Male,10/28/2022,119,47,,Vegetarianism,Hinduism,Luxury,4
Male,8/27/2023,148,71,,Veganism,Judaism,Minimal,2
Female,4/30/2023,154,185,,Vegetarianism,Judaism,Balance,5
Male,2/16/2023,173,117,,Pesetarianism,Taoism,Balance,3
Female,10/28/2023,119,174,,Omnivorousness,Taoism,Luxury,5
Female,11/3/2022,167,51,Sesame,Veganism,Judaism,Balance,3
Female,8/29/2023,115,96,,Pesetarianism,Taoism,Complex,5
Male,5/12/2022,178,186,Eggs,Vegetarianism,Christianity,Luxury,5
Male,8/12/2022,102,111,,Veganism,Christianity,Luxury,3
Female,11/16/2023,168,75,Peanuts,Pesetarianism,Shinto,Balance,2
Male,3/7/2023,171,190,Lupin,Veganism,Buddism,Balance,1
Female,3/17/2023,170,120,,Vegetarianism,Judaism,Minimal,1
Female,9/20/2023,106,88,,Vegetarianism,Islam,Balance,5
Female,4/26/2022,150,171,,Vegetarianism,Buddism,Balance,3
Male,6/27/2023,180,156,,Omnivorousness,Sikhism,Balance,3
Male,4/8/2023,152,101,Soy,Vegetarianism,Hinduism,Complex,5
Female,7/16/2022,180,104,,Omnivorousness,Shinto,Balance,3
Female,8/7/2022,107,146,,Pesetarianism,Sikhism,Luxury,5
Female,2/25/2022,197,132,,Vegetarianism,Taoism,Minimal,5
Male,11/8/2023,196,173,,Pesetarianism,Taoism,Minimal,3
Female,9/29/2022,160,62,,Vegetarianism,Buddism,Complex,2
Female,10/21/2022,163,189,Peanuts,Omnivorousness,Buddism,Minimal,2
Female,7/16/2023,137,100,,Omnivorousness,Judaism,Balance,2
Male,9/2/2023,141,61,,Vegetarianism,Sikhism,Balance,1
Female,3/1/2023,116,89,,Veganism,Islam,Luxury,1
Female,3/10/2023,112,186,,Omnivorousness,Sikhism,Balance,5
Male,4/10/2022,193,105,Sulphur Dioxide Sulphites,Pesetarianism,Judaism,Balance,4
Male,9/13/2022,141,67,,Pesetarianism,Shinto,Balance,4
Female,9/17/2022,109,136,Soy,Vegetarianism,Sikhism,Complex,4
Female,8/19/2023,200,96,,Vegetarianism,Shinto,Minimal,4
Male,3/15/2022,121,88,,Veganism,Islam,Balance,1
Male,9/20/2023,100,100,,Vegetarianism,Christianity,Luxury,5
Male,11/7/2022,182,48,,Veganism,Buddism,Complex,2
Female,7/3/2023,196,177,Crustaceans,Omnivorousness,Sikhism,Complex,3
Male,4/26/2023,166,99,,Veganism,Hinduism,Luxury,1
Female,7/27/2023,154,177,,Pesetarianism,Buddism,Luxury,1
Female,7/4/2023,128,110,Lupin,Pesetarianism,Buddism,Balance,5
Female,5/14/2023,188,162,,Veganism,Judaism,Minimal,2
Male,4/13/2022,136,45,,Veganism,Shinto,Minimal,3
Male,11/25/2022,189,93,Celery,Omnivorousness,Taoism,Balance,2
Male,4/28/2023,129,73,,Veganism,Taoism,Minimal,4
Male,8/8/2023,105,186,Tree Nuts,Omnivorousness,Islam,Complex,1
Female,3/9/2022,196,78,Sesame,Vegetarianism,Judaism,Complex,2
Female,9/22/2023,153,174,,Pesetarianism,Hinduism,Minimal,3
Male,4/23/2022,152,70,,Omnivorousness,Buddism,Minimal,3
Female,11/5/2023,125,165,,Pesetarianism,Buddism,Minimal,2
Female,7/6/2022,158,116,Soy,Pesetarianism,Sikhism,Luxury,2
Male,11/18/2023,149,143,,Vegetarianism,Judaism,Complex,4
Male,5/3/2022,136,65,,Vegetarianism,Hinduism,Balance,2
