Gender,Birth Day,height,weight,Allergy,Diet Type,Religion,Meal_Type,Satisfy Score
Female,6/6/2023,161,92,,Pesetarianism,Sikhism,Balance,2
Male,8/30/2023,118,137,,Vegetarianism,Shinto,Luxury,5
Male,1/9/2023,171,154,Peanuts,Pesetarianism,Shinto,Balance,1
Male,7/18/2022,131,96,,Vegetarianism,Judaism,Minimal,2
Male,7/30/2023,174,160,,Veganism,Buddism,Balance,5
Female,4/1/2023,104,190,,Pesetarianism,Taoism,Minimal,4
Female,12/5/2022,115,190,,Veganism,Taoism,Complex,4
Female,7/13/2023,154,119,,Pesetarianism,Christianity,Luxury,2
Female,1/18/2023,190,52,,Veganism,Islam,Balance,5
Female,9/3/2022,149,149,,Pesetarianism,Taoism,Balance,4
Male,11/14/2022,169,190,,Pesetarianism,Islam,Minimal,1
Male,8/3/2022,104,127,,Omnivorousness,Judaism,Balance,2
Male,3/31/2023,151,105,Fish,Veganism,Hinduism,Complex,5
Female,8/15/2023,194,59,,Veganism,Taoism,Complex,2
Male,2/25/2022,178,59,,Omnivorousness,Sikhism,Minimal,2
Male,3/29/2023,147,85,Gluten,Vegetarianism,Islam,Complex,3
Female,4/18/2022,195,36,,Pesetarianism,Buddism,Complex,3
Male,9/17/2022,143,133,,Omnivorousness,Hinduism,Balance,5
Male,5/27/2023,133,186,,Vegetarianism,Hinduism,Balance,4
Male,10/20/2023,163,43,,Veganism,Christianity,Balance,2
Male,6/27/2023,154,92,,Veganism,Islam,Luxury,3
Male,7/1/2022,159,102,,Veganism,Hinduism,Minimal,3
Male,4/12/2022,167,145,,Veganism,Buddism,Luxury,2
Male,11/14/2022,133,52,,Pesetarianism,Judaism,Minimal,3
Male,4/3/2022,118,118,Sesame,Omnivorousness,Buddism,Luxury,1
Female,11/26/2022,179,145,,Veganism,Buddism,Complex,1
Male,9/7/2023,171,137,,Omnivorousness,Hinduism,Luxury,5
Female,7/16/2023,102,116,,Pesetarianism,Sikhism,Luxury,1
Male,12/14/2022,143,163,,Vegetarianism,Taoism,Minimal,1
Male,1/7/2023,197,128,,Omnivorousness,Sikhism,Luxury,1
Male,4/18/2022,183,107,,Pesetarianism,Judaism,Complex,1
Male,1/20/2023,136,90,,Omnivorousness,Taoism,Minimal,1
Male,7/10/2022,106,128,Peanuts,Pesetarianism,Hinduism,Balance,5
Male,10/31/2022,124,97,Gluten,Veganism,Buddism,Minimal,3
Female,12/8/2023,153,78,,Omnivorousness,Christianity,Complex,5
Male,2/15/2022,181,149,Fish,Vegetarianism,Shinto,Complex,2
Male,2/2/2023,157,141,,Pesetarianism,Buddism,Luxury,3
Male,9/15/2022,155,61,,Omnivorousness,Christianity,Complex,4
Female,12/5/2022,186,139,,Veganism,Judaism,Luxury,5
Female,10/15/2023,171,142,Sulphur Dioxide Sulphites,Vegetarianism,Islam,Minimal,5
Female,3/11/2022,125,95,,Omnivorousness,Taoism,Complex,1
Female,8/13/2023,100,146,,Omnivorousness,Shinto,Luxury,3
