Gender,Birth Day,height,weight,Allergy,Diet Type,Religion,Meal_Type,Satisfy Score
Female,4/7/2022,136,100,Crustaceans,Omnivorousness,Taoism,Minimal,3
Female,7/31/2022,172,79,Peanuts,Vegetarianism,Sikhism,Balance,5
Male,3/13/2023,166,140,,Pesetarianism,Islam,Minimal,1
Female,12/1/2023,194,96,,Omnivorousness,Sikhism,Complex,1
Male,3/6/2023,129,53,,Pesetarianism,Buddism,Luxury,3
Male,11/1/2023,149,57,,Omnivorousness,Hinduism,Minimal,2
Female,1/31/2022,108,189,,Omnivorousness,Hinduism,Minimal,5
Male,7/15/2023,200,61,Gluten,Omnivorousness,Islam,Complex,5
Male,7/1/2022,135,56,,Veganism,Shinto,Complex,2
Male,9/3/2023,141,49,Fish,Veganism,Buddism,Luxury,1
Male,5/11/2023,135,125,Soy,Pesetarianism,Hinduism,Balance,1
Female,2/6/2022,113,91,Gluten,Veganism,Sikhism,Balance,2
Female,11/25/2022,170,166,Mustard,Pesetarianism,Hinduism,Minimal,4
Male,5/3/2022,198,154,Sesame,Omnivorousness,Islam,Balance,3
Male,1/12/2023,142,36,,Vegetarianism,Judaism,Minimal,4
Female,6/16/2022,187,50,Celery,Veganism,Sikhism,Minimal,3
Male,2/24/2023,143,138,,Veganism,Christianity,Balance,3
Male,2/27/2022,178,160,Lupin,Veganism,Buddism,Luxury,2
Female,3/2/2023,103,53,Sesame,Omnivorousness,Christianity,Balance,4
Male,2/25/2023,123,74,,Veganism,Buddism,Complex,3
Male,4/23/2022,124,181,Crustaceans,Vegetarianism,Hinduism,Balance,3
Female,10/20/2022,187,168,,Omnivorousness,Taoism,Complex,1
Female,6/27/2023,127,113,,Vegetarianism,Islam,Luxury,3
Female,2/8/2022,113,166,,Pesetarianism,Buddism,Minimal,2
Male,10/19/2022,142,128,,Pesetarianism,Shinto,Luxury,4
Male,4/23/2023,144,186,Soy,Pesetarianism,Shinto,Luxury,3
Male,5/7/2023,160,86,,Omnivorousness,Christianity,Luxury,4
Female,1/5/2023,178,178,,Veganism,Shinto,Minimal,3
Female,2/27/2022,162,64,,Pesetarianism,Christianity,Luxury,4
Male,12/10/2022,155,70,,Omnivorousness,Hinduism,Luxury,4
Male,5/12/2022,175,45,,Vegetarianism,Taoism,Minimal,5
Male,4/12/2022,121,61,Fish,Omnivorousness,Christianity,Minimal,4
Female,2/13/2022,128,131,,Omnivorousness,Shinto,Balance,2
Female,8/24/2022,172,118,Fish,Omnivorousness,Hinduism,Complex,2
Male,12/7/2023,149,56,Peanuts,Vegetarianism,Hinduism,Luxury,2
Male,12/25/2022,168,84,,Vegetarianism,Taoism,Luxury,2
Male,5/12/2022,186,117,,Vegetarianism,Islam,Balance,1
Male,11/13/2022,160,158,,Pesetarianism,Sikhism,Balance,2
Female,4/29/2022,186,176,Peanuts,Vegetarianism,Shinto,Balance,3
Male,1/1/2023,194,100,Celery,Omnivorousness,Sikhism,Luxury,1
Female,3/25/2023,152,93,Fish,Omnivorousness,Christianity,Complex,1
Male,3/16/2022,176,188,,Omnivorousness,Hinduism,Luxury,5
Female,8/22/2022,170,98,Eggs,Veganism,Islam,Luxury,4
Female,9/20/2023,184,185,,Veganism,Hinduism,Luxury,3
Male,10/23/2022,173,45,,Omnivorousness,Christianity,Complex,5
Female,10/26/2022,122,73,Tree Nuts,Vegetarianism,Buddism,Luxury,4
Male,5/27/2022,107,146,,Vegetarianism,Shinto,Minimal,3
Male,6/19/2023,118,95,,Vegetarianism,Islam,Balance,2
Male,3/12/2023,143,131,Mustard,Pesetarianism,Christianity,Complex,4
Male,10/11/2023,124,168,Lupin,Vegetarianism,Judaism,Minimal,1
Male,12/25/2022,128,52,,Pesetarianism,Hinduism,Minimal,2
Female,4/2/2023,183,52,,Veganism,Buddism,Balance,1
Male,9/17/2023,179,54,,Pesetarianism,Judaism,Minimal,2
Female,2/8/2022,106,126,Peanuts,Veganism,Buddism,Minimal,2
Male,9/7/2022,128,117,,Omnivorousness,Islam,Balance,4
Male,5/8/2023,115,103,,Vegetarianism,Hinduism,Complex,2
Male,12/23/2022,171,93,,Veganism,Christianity,Minimal,3
Male,2/27/2023,128,173,,Vegetarianism,Islam,Balance,3
Male,5/31/2023,171,190,,Vegetarianism,Buddism,Balance,1
Female,5/17/2023,184,83,,Vegetarianism,Islam,Minimal,2
Female,11/17/2023,196,125,,Vegetarianism,Shinto,Complex,5
Female,2/12/2023,167,51,Sesame,Pesetarianism,Sikhism,Complex,2
Male,1/2/2023,174,106,,Vegetarianism,Hinduism,Balance,4
Female,7/9/2023,170,63,Fish,Veganism,Judaism,Balance,2
Female,3/11/2023,167,189,Celery,Veganism,Taoism,Complex,2
Male,2/14/2023,176,40,,Pesetarianism,Christianity,Luxury,2
Male,3/16/2023,108,86,,Veganism,Shinto,Minimal,2
Male,5/4/2023,162,124,,Pesetarianism,Judaism,Balance,1
Female,10/3/2023,138,137,,Pesetarianism,Buddism,Minimal,5
Male,2/17/2022,116,179,,Omnivorousness,Islam,Luxury,1
Female,11/8/2022,193,137,,Omnivorousness,Taoism,Balance,5
Male,1/30/2023,102,185,Gluten,Veganism,Christianity,Balance,4
Male,7/1/2022,195,116,,Omnivorousness,Sikhism,Balance,3
Female,5/14/2022,196,95,,Veganism,Taoism,Minimal,5
Male,7/6/2023,118,107,,Vegetarianism,Shinto,Minimal,4
Female,5/13/2023,102,169,,Pesetarianism,Hinduism,Luxury,3
Male,3/7/2023,172,174,Crustaceans,Vegetarianism,Buddism,Complex,3
Male,11/2/2022,134,169,,Pesetarianism,Christianity,Minimal,3
Female,4/14/2022,137,162,,Vegetarianism,Taoism,Complex,5
Female,11/30/2023,111,172,Sulphur Dioxide Sulphites,Omnivorousness,Buddism,Balance,1
Male,6/21/2023,179,103,Mustard,Pesetarianism,Christianity,Luxury,4
Female,6/26/2022,118,128,,Veganism,Sikhism,Balance,3
Female,3/8/2022,106,102,,Omnivorousness,Sikhism,Minimal,4
Female,12/5/2023,195,133,Tree Nuts,Vegetarianism,Hinduism,Luxury,3
Male,6/1/2023,175,154,,Veganism,Taoism,Complex,2
Female,3/28/2022,104,76,,Pesetarianism,Buddism,Complex,4
Male,8/28/2022,176,126,,Omnivorousness,Taoism,Complex,3
Male,5/13/2023,133,94,,Omnivorousness,Sikhism,Minimal,3
Male,8/16/2023,188,95,,Vegetarianism,Christianity,Complex,2
Female,2/3/2023,126,114,Mustard,Omnivorousness,Hinduism,Balance,5
Female,6/15/2023,169,51,,Pesetarianism,Buddism,Minimal,4
Male,7/16/2023,133,123,,Vegetarianism,Islam,Luxury,4
Female,6/2/2022,172,163,Sulphur Dioxide Sulphites,Vegetarianism,Islam,Luxury,5
Male,6/19/2022,143,74,,Vegetarianism,Islam,Luxury,2
Male,3/4/2023,170,57,,Pesetarianism,Christianity,Luxury,1
Male,8/21/2022,190,147,,Vegetarianism,Buddism,Luxury,3
Female,6/20/2023,146,72,,Vegetarianism,Islam,Luxury,5
Female,1/9/2023,127,99,Eggs,Veganism,Taoism,Luxury,3
Female,1/16/2023,175,106,Crustaceans,Omnivorousness,Hinduism,Luxury,4
Male,5/30/2023,195,113,,Vegetarianism,Taoism,Complex,3
Male,3/5/2023,191,41,,Veganism,Hinduism,Balance,1
Female,8/3/2023,142,127,Lupin,Vegetarianism,Islam,Luxury,4
Female,7/3/2022,195,95,,Vegetarianism,Shinto,Luxury,2
Female,3/9/2023,101,145,Crustaceans,Vegetarianism,Islam,Minimal,4
Female,2/28/2022,188,169,,Omnivorousness,Buddism,Complex,3
Female,3/26/2023,180,104,Tree Nuts,Pesetarianism,Judaism,Balance,5
Male,9/4/2023,140,79,,Pesetarianism,Shinto,Balance,3
Male,9/26/2022,193,50,,Vegetarianism,Buddism,Minimal,2
Male,7/14/2022,103,125,Crustaceans,Vegetarianism,Hinduism,Complex,2
Male,2/22/2023,144,179,Gluten,Veganism,Shinto,Minimal,2
Female,4/26/2023,164,123,,Vegetarianism,Christianity,Complex,4
Male,12/25/2022,189,56,Lupin,Omnivorousness,Judaism,Complex,2
Female,10/4/2023,129,155,,Omnivorousness,Buddism,Complex,3
Female,9/16/2022,124,163,,Vegetarianism,Hinduism,Balance,5
Male,12/20/2022,121,89,Molluscs,Pesetarianism,Shinto,Balance,1
Male,2/25/2023,149,138,Tree Nuts,Vegetarianism,Judaism,Complex,1
Male,7/6/2023,120,156,Eggs,Veganism,Judaism,Luxury,2
Male,6/22/2023,137,101,Peanuts,Veganism,Christianity,Balance,5
Male,4/8/2023,149,102,Sesame,Vegetarianism,Sikhism,Complex,1
Female,8/24/2023,163,158,Gluten,Omnivorousness,Judaism,Luxury,2
Female,5/27/2022,142,176,Soy,Pesetarianism,Taoism,Complex,1
Male,8/18/2023,111,134,,Veganism,Islam,Minimal,4
Male,10/1/2022,111,190,,Vegetarianism,Taoism,Complex,3
Female,11/27/2022,126,35,,Veganism,Shinto,Balance,4
Female,7/16/2022,159,112,Gluten,Omnivorousness,Islam,Minimal,4
Male,11/8/2023,119,147,,Veganism,Sikhism,Complex,5
Male,3/6/2023,189,179,,Veganism,Taoism,Balance,1
Female,10/11/2023,184,122,Sesame,Omnivorousness,Christianity,Complex,1
Female,8/10/2022,129,188,,Pesetarianism,Taoism,Complex,1
Female,5/16/2022,167,53,Soy,Veganism,Islam,Minimal,1
Male,10/9/2023,137,94,,Pesetarianism,Buddism,Complex,4
Female,1/4/2023,115,126,,Veganism,Buddism,Complex,2
Female,11/20/2022,198,186,Fish,Pesetarianism,Islam,Complex,5
Female,3/24/2022,197,102,,Pesetarianism,Shinto,Minimal,2
Female,4/16/2023,149,112,,Omnivorousness,Shinto,Minimal,1
Female,10/18/2023,104,98,,Veganism,Hinduism,Minimal,3
Male,6/23/2023,143,65,,Vegetarianism,Shinto,Balance,4
Female,3/8/2023,195,57,Celery,Pesetarianism,Christianity,Minimal,1
Female,7/19/2022,129,64,,Veganism,Judaism,Luxury,2
Male,12/9/2022,131,144,Gluten,Pesetarianism,Judaism,Luxury,1
Female,4/9/2022,116,65,,Pesetarianism,Taoism,Complex,5
Male,9/15/2023,190,44,,Vegetarianism,Hinduism,Luxury,5
Male,4/18/2022,199,109,Lupin,Vegetarianism,Taoism,Minimal,5
Female,11/17/2022,104,122,,Vegetarianism,Islam,Minimal,3
Male,3/9/2023,166,102,Sulphur Dioxide Sulphites,Vegetarianism,Shinto,Balance,5
Female,4/20/2022,165,138,Mustard,Omnivorousness,Sikhism,Complex,4
Male,9/10/2022,193,170,,Pesetarianism,Buddism,Luxury,3
Male,2/7/2023,154,122,,Veganism,Islam,Luxury,5
Female,8/9/2023,103,120,,Omnivorousness,Taoism,Minimal,5
Male,12/13/2023,175,125,Soy,Omnivorousness,Buddism,Luxury,2
Male,3/27/2023,168,135,,Pesetarianism,Christianity,Balance,4
Male,2/22/2023,142,165,,Veganism,Judaism,Luxury,3
Female,3/15/2022,111,129,,Pesetarianism,Buddism,Minimal,2
Male,1/31/2022,200,53,Soy,Vegetarianism,Taoism,Luxury,4
Male,10/10/2022,191,189,,Vegetarianism,Taoism,Complex,4
Male,12/18/2023,151,107,Eggs,Omnivorousness,Shinto,Balance,3
Female,10/15/2023,132,75,,Omnivorousness,Buddism,Luxury,2
Male,3/29/2022,152,147,,Vegetarianism,Islam,Balance,3
Female,11/6/2022,197,179,Sulphur Dioxide Sulphites,Pesetarianism,Hinduism,Complex,1
Male,3/24/2023,196,110,,Pesetarianism,Hinduism,Minimal,2
Male,12/25/2022,181,156,,Omnivorousness,Sikhism,Minimal,3
Male,8/25/2023,162,93,,Vegetarianism,Buddism,Balance,1
Male,9/24/2022,129,154,,Omnivorousness,Shinto,Balance,4
Female,5/23/2022,147,120,,Pesetarianism,Hinduism,Minimal,4
Male,11/27/2023,140,48,,Omnivorousness,Islam,Balance,2
Male,11/15/2022,112,82,,Vegetarianism,Taoism,Minimal,1
Female,5/10/2023,196,187,,Vegetarianism,Christianity,Balance,4
Female,7/4/2022,141,139,,Vegetarianism,Sikhism,Complex,4
Male,6/9/2023,195,86,,Veganism,Buddism,Balance,3
Male,7/8/2022,123,66,Gluten,Omnivorousness,Christianity,Luxury,3
Male,11/13/2022,179,42,,Pesetarianism,Buddism,Minimal,4
Female,10/3/2022,189,47,,Omnivorousness,Judaism,Luxury,5
Male,11/4/2023,194,71,,Vegetarianism,Judaism,Balance,4
Female,1/28/2023,133,107,,Pesetarianism,Sikhism,Balance,2
Female,3/9/2022,179,34,,Pesetarianism,Taoism,Luxury,5
Male,6/25/2022,196,104,,Pesetarianism,Sikhism,Balance,4
Female,3/3/2023,164,143,Molluscs,Pesetarianism,Christianity,Minimal,2
Female,12/15/2022,183,102,,Veganism,Shinto,Luxury,3
Female,5/29/2023,166,173,,Vegetarianism,Islam,Balance,5
Female,1/14/2023,120,105,,Pesetarianism,Shinto,Minimal,3
Male,6/3/2023,132,52,Milk,Vegetarianism,Shinto,Minimal,1
Male,1/22/2023,193,165,Mustard,Veganism,Judaism,Minimal,3
Female,2/1/2023,179,99,,Pesetarianism,Hinduism,Minimal,4
Male,7/8/2022,174,33,Eggs,Veganism,Judaism,Balance,4
Female,12/13/2023,126,121,,Omnivorousness,Sikhism,Balance,1
Male,2/27/2022,142,174,,Omnivorousness,Sikhism,Luxury,4
Male,2/2/2023,178,189,Eggs,Pesetarianism,Buddism,Complex,4
Male,10/20/2023,125,32,,Omnivorousness,Sikhism,Balance,1
Male,7/19/2022,161,62,,Omnivorousness,Islam,Minimal,4
Female,2/5/2022,186,119,,Omnivorousness,Hinduism,Balance,5
Female,4/4/2022,111,105,Tree Nuts,Omnivorousness,Christianity,Balance,1
Male,6/17/2023,194,116,,Pesetarianism,Islam,Complex,4
Female,6/27/2022,133,104,,Omnivorousness,Judaism,Complex,2
Female,2/8/2022,171,112,,Vegetarianism,Christianity,Luxury,2
Female,11/22/2022,172,141,,Pesetarianism,Taoism,Complex,3
Male,1/15/2023,199,141,Molluscs,Veganism,Christianity,Balance,5
Female,9/10/2022,124,98,,Veganism,Judaism,Balance,3
Female,3/21/2023,105,114,,Pesetarianism,Sikhism,Complex,2
Female,7/9/2022,189,180,,Omnivorousness,Hinduism,Balance,2
Male,10/9/2022,103,72,,Omnivorousness,Judaism,Complex,4
Male,8/31/2023,174,71,,Vegetarianism,Christianity,Balance,3
Female,3/29/2022,190,93,Peanuts,Vegetarianism,Islam,Minimal,4
Female,3/30/2023,125,70,Gluten,Vegetarianism,Shinto,Luxury,3
Female,5/15/2022,155,187,,Omnivorousness,Shinto,Luxury,3
Female,12/9/2022,122,136,Sesame,Veganism,Christianity,Complex,1
Male,12/2/2022,174,53,Lupin,Vegetarianism,Hinduism,Balance,5
Female,8/8/2022,185,62,,Vegetarianism,Taoism,Luxury,3
Female,7/8/2023,143,136,,Vegetarianism,Buddism,Complex,2
Male,3/16/2023,142,87,Crustaceans,Pesetarianism,Hinduism,Luxury,5
Male,3/15/2023,107,65,,Vegetarianism,Christianity,Balance,5
Male,5/7/2022,113,86,,Pesetarianism,Christianity,Minimal,3
Female,3/6/2022,163,158,,Omnivorousness,Islam,Minimal,3
Male,6/19/2022,171,119,,Vegetarianism,Judaism,Minimal,3
Female,7/11/2022,165,35,,Pesetarianism,Sikhism,Complex,2
Male,6/3/2023,167,110,,Pesetarianism,Shinto,Luxury,2
Female,4/30/2023,102,189,,Veganism,Islam,Complex,4
Female,5/3/2023,189,107,,Omnivorousness,Shinto,Balance,2
Female,6/26/2022,124,184,Mustard,Omnivorousness,Buddism,Luxury,3
Female,7/20/2023,144,185,,Pesetarianism,Buddism,Minimal,5
Female,12/17/2023,145,151,,Pesetarianism,Buddism,Minimal,4
Male,9/3/2023,131,190,,Vegetarianism,Sikhism,Luxury,5
Female,10/15/2023,153,161,,Omnivorousness,Sikhism,Complex,5
Male,4/21/2023,126,35,Gluten,Omnivorousness,Judaism,Minimal,4
Male,10/23/2022,158,60,,Pesetarianism,Buddism,Luxury,5
Male,8/7/2022,196,175,Molluscs,Veganism,Sikhism,Luxury,3
Female,12/19/2022,189,127,,Vegetarianism,Shinto,Minimal,2
Male,4/18/2023,131,39,Gluten,Pesetarianism,Buddism,Luxury,3
Male,9/12/2022,115,104,,Omnivorousness,Taoism,Balance,2
Male,9/26/2022,110,137,,Omnivorousness,Christianity,Complex,5
Male,8/31/2023,157,166,,Omnivorousness,Shinto,Complex,2
Male,7/28/2023,146,36,,Pesetarianism,Buddism,Balance,4
Female,8/23/2022,129,123,Crustaceans,Pesetarianism,Christianity,Balance,5
Female,12/10/2022,143,181,Gluten,Vegetarianism,Sikhism,Complex,2
Male,6/18/2022,136,138,,Omnivorousness,Judaism,Balance,4
Female,11/23/2022,127,82,,Vegetarianism,Islam,Luxury,3
Female,8/31/2022,108,124,Gluten,Pesetarianism,Sikhism,Luxury,5
Female,10/2/2023,141,163,,Pesetarianism,Christianity,Luxury,1
Female,5/5/2022,114,74,,Veganism,Judaism,Balance,3
Female,7/21/2023,121,33,,Pesetarianism,Hinduism,Minimal,4
Male,6/17/2023,177,134,,Pesetarianism,Hinduism,Balance,4
Female,11/24/2023,105,128,,Pesetarianism,Hinduism,Balance,1
Male,6/5/2023,172,76,,Vegetarianism,Buddism,Minimal,2
Female,6/3/2023,153,136,Celery,Vegetarianism,Islam,Complex,5
Female,7/25/2023,128,179,,Vegetarianism,Hinduism,Luxury,4
Male,5/20/2023,158,176,,Omnivorousness,Sikhism,Complex,5
Male,7/10/2022,186,64,Fish,Veganism,Taoism,Complex,4
Male,2/21/2023,125,171,Celery,Veganism,Sikhism,Luxury,4
Female,7/19/2023,142,124,,Pesetarianism,Islam,Balance,4
Male,10/27/2022,171,128,,Pesetarianism,Hinduism,Balance,1
Female,12/24/2022,125,171,,Pesetarianism,Shinto,Luxury,1
Male,11/26/2022,184,173,,Omnivorousness,Islam,Complex,2
Male,9/20/2023,119,125,,Vegetarianism,Shinto,Balance,1
Female,7/27/2023,155,84,Lupin,Pesetarianism,Shinto,Complex,3
Female,9/24/2022,153,142,,Vegetarianism,Shinto,Minimal,1
Male,12/14/2023,104,142,,Veganism,Islam,Luxury,1
Male,7/16/2023,163,49,,Veganism,Taoism,Complex,1
Female,7/31/2023,121,47,,Vegetarianism,Hinduism,Luxury,5
Male,10/30/2023,192,167,,Omnivorousness,Taoism,Complex,2
Male,5/7/2022,151,78,,Vegetarianism,Buddism,Balance,3
Female,4/15/2022,104,66,,Veganism,Sikhism,Minimal,1
Female,8/7/2023,144,185,,Vegetarianism,Islam,Minimal,3
Male,5/5/2022,158,139,,Pesetarianism,Buddism,Luxury,2
Female,6/18/2022,157,153,,Omnivorousness,Islam,Luxury,3
Male,8/4/2022,190,178,,Veganism,Islam,Minimal,1
Female,9/2/2023,157,74,,Veganism,Judaism,Luxury,2
Male,8/6/2022,124,114,,Omnivorousness,Hinduism,Luxury,1
Male,11/7/2022,121,170,Celery,Pesetarianism,Islam,Minimal,1
Female,11/6/2023,170,78,,Veganism,Sikhism,Minimal,3
Female,2/28/2023,127,51,,Veganism,Buddism,Minimal,1
Female,5/2/2023,187,97,,Omnivorousness,Sikhism,Minimal,2
Female,2/8/2022,123,50,,Omnivorousness,Islam,Luxury,5
Female,5/6/2023,117,164,,Vegetarianism,Hinduism,Luxury,2
Female,7/29/2022,140,137,,Veganism,Sikhism,Balance,1
Male,10/4/2023,105,58,,Pesetarianism,Shinto,Minimal,4
Male,12/30/2022,105,35,Mustard,Vegetarianism,Judaism,Minimal,2
Female,11/28/2022,182,45,,Veganism,Sikhism,Complex,2
Female,11/12/2022,156,37,,Vegetarianism,Sikhism,Complex,5
Female,9/23/2022,108,150,,Vegetarianism,Islam,Luxury,1
Male,6/24/2022,104,60,,Omnivorousness,Buddism,Luxury,1
Male,12/19/2022,200,181,,Veganism,Shinto,Complex,2
Male,5/7/2022,199,182,,Vegetarianism,Hinduism,Complex,2
Female,11/15/2022,191,180,Molluscs,Omnivorousness,Taoism,Balance,4
Male,11/24/2023,125,131,,Pesetarianism,Shinto,Balance,4
Male,5/6/2022,176,171,,Omnivorousness,Shinto,Balance,3
Male,3/2/2022,179,146,Molluscs,Veganism,Hinduism,Balance,4
Female,4/18/2022,164,53,,Pesetarianism,Buddism,Minimal,3
Female,3/30/2023,148,43,,Veganism,Taoism,Luxury,4
Female,3/6/2022,175,76,,Veganism,Hinduism,Balance,3
Male,11/17/2022,114,165,,Omnivorousness,Shinto,Complex,2
Female,8/3/2022,117,57,,Omnivorousness,Taoism,Balance,2
Female,11/2/2023,170,138,,Vegetarianism,Taoism,Luxury,4
