Gender,Birth Day,height,weight,Allergy,Diet Type,Religion,Meal_Type,Satisfy Score
Female,9/7/2023,197,77,,Veganism,Shinto,Balance,3
Female,1/6/2023,160,64,,Omnivorousness,Taoism,Minimal,2
Female,12/18/2023,139,102,,Vegetarianism,Hinduism,Complex,2
Male,8/17/2023,155,124,,Omnivorousness,Buddism,Luxury,4
Male,9/14/2023,135,166,,Omnivorousness,Shinto,Luxury,1
Male,7/8/2023,182,58,,Veganism,Taoism,Complex,1
Female,7/29/2022,155,107,,Vegetarianism,Islam,Complex,5
Female,7/16/2023,169,112,Tree Nuts,Veganism,Hinduism,Balance,2
Female,4/27/2023,108,155,Celery,Veganism,Sikhism,Complex,5
Male,4/26/2022,176,135,,Vegetarianism,Shinto,Luxury,2
Female,9/18/2022,165,108,,Vegetarianism,Shinto,Balance,4
Female,5/20/2022,112,87,,Veganism,Taoism,Minimal,3
Male,5/13/2023,164,118,Gluten,Omnivorousness,Christianity,Minimal,1
Female,12/24/2022,130,52,,Pesetarianism,Judaism,Complex,5
Female,5/27/2023,144,104,Lupin,Veganism,Hinduism,Complex,1
Male,7/3/2023,158,162,,Pesetarianism,Sikhism,Balance,1
Female,9/12/2022,181,97,,Vegetarianism,Islam,Complex,2
Female,9/10/2023,171,140,,Omnivorousness,Taoism,Minimal,3
Female,4/1/2022,132,57,,Omnivorousness,Judaism,Minimal,1
Male,9/9/2023,170,173,,Omnivorousness,Taoism,Minimal,3
Male,8/15/2022,154,57,,Pesetarianism,Islam,Luxury,5
Male,5/8/2023,181,157,,Pesetarianism,Christianity,Minimal,4
Male,9/9/2023,179,78,,Vegetarianism,Hinduism,Complex,1
Female,2/11/2023,157,84,,Pesetarianism,Shinto,Balance,4
Male,6/19/2023,192,115,Lupin,Veganism,Taoism,Complex,4
Male,8/11/2022,125,119,,Vegetarianism,Buddism,Luxury,3
Female,7/29/2022,153,130,,Omnivorousness,Judaism,Balance,4
Male,12/25/2022,178,169,Sesame,Vegetarianism,Judaism,Minimal,4
Male,6/7/2023,184,130,Tree Nuts,Pesetarianism,Christianity,Complex,4
Female,5/31/2023,146,87,,Pesetarianism,Taoism,Luxury,5
Female,4/10/2023,170,129,,Omnivorousness,Sikhism,Complex,5
Female,11/11/2022,193,101,Soy,Veganism,Judaism,Minimal,4
Female,10/30/2023,105,134,,Pesetarianism,Christianity,Balance,5
Female,5/9/2022,116,51,,Veganism,Buddism,Balance,5
Female,10/4/2022,157,128,,Omnivorousness,Judaism,Balance,4
Male,1/4/2023,129,157,,Vegetarianism,Shinto,Minimal,2
Male,2/17/2022,103,36,,Pesetarianism,Judaism,Luxury,2
Male,10/20/2023,111,123,,Pesetarianism,Christianity,Luxury,3
Male,5/28/2023,105,151,Milk,Omnivorousness,Islam,Luxury,1
Male,4/30/2023,159,156,,Vegetarianism,Hinduism,Balance,5
Male,9/20/2023,100,153,,Pesetarianism,Sikhism,Complex,2
Male,5/15/2022,186,180,,Vegetarianism,Hinduism,Balance,1
Female,7/4/2022,168,160,,Pesetarianism,Buddism,Luxury,3
Female,6/17/2022,131,168,,Vegetarianism,Taoism,Complex,1
Male,4/12/2023,125,165,,Veganism,Sikhism,Balance,2
Male,5/15/2023,100,83,,Veganism,Hinduism,Complex,2
Male,11/18/2023,121,61,,Pesetarianism,Sikhism,Complex,3
Female,8/1/2022,168,93,,Pesetarianism,Islam,Balance,2
Male,2/4/2023,133,85,,Veganism,Judaism,Balance,3
Male,4/14/2023,136,43,Celery,Vegetarianism,Buddism,Complex,4
Female,8/11/2022,183,181,,Vegetarianism,Judaism,Balance,4
Female,12/13/2023,189,61,Celery,Vegetarianism,Buddism,Balance,3
Female,10/24/2022,134,159,,Pesetarianism,Hinduism,Balance,4
Female,4/25/2022,175,181,Tree Nuts,Omnivorousness,Sikhism,Minimal,4
Male,1/18/2023,100,51,,Pesetarianism,Christianity,Minimal,2
Male,6/1/2023,195,129,,Omnivorousness,Taoism,Luxury,3
Male,5/17/2023,161,77,,Vegetarianism,Sikhism,Balance,1
Female,5/5/2023,125,55,,Veganism,Judaism,Complex,3
Male,10/29/2022,193,106,,Pesetarianism,Shinto,Balance,4
Female,9/21/2023,141,108,,Vegetarianism,Taoism,Luxury,2
Male,1/19/2023,167,179,,Veganism,Islam,Complex,2
Female,3/27/2023,153,120,,Omnivorousness,Hinduism,Luxury,3
Male,4/29/2023,153,88,,Vegetarianism,Sikhism,Minimal,1
Male,5/9/2023,185,179,,Pesetarianism,Christianity,Minimal,3
Female,8/7/2022,124,51,,Omnivorousness,Buddism,Minimal,4
Male,10/3/2022,131,178,,Veganism,Judaism,Balance,4
Male,7/1/2022,106,70,,Veganism,Shinto,Complex,5
Female,1/26/2023,181,78,Milk,Pesetarianism,Sikhism,Luxury,1
Male,4/19/2023,148,144,,Vegetarianism,Shinto,Minimal,4
Male,9/28/2023,199,91,Celery,Omnivorousness,Sikhism,Complex,5
Male,7/31/2022,149,120,,Pesetarianism,Hinduism,Minimal,4
Female,3/23/2023,104,184,Milk,Omnivorousness,Christianity,Minimal,2
Female,10/26/2022,182,185,,Pesetarianism,Christianity,Complex,1
Female,6/20/2023,140,96,,Omnivorousness,Taoism,Complex,4
Female,6/19/2023,183,56,Milk,Pesetarianism,Sikhism,Balance,4
Female,10/26/2023,123,162,Sulphur Dioxide Sulphites,Veganism,Judaism,Balance,2
Female,4/25/2023,124,60,Sulphur Dioxide Sulphites,Veganism,Taoism,Minimal,1
